,Name,G,GS,MP,eFG%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS
2903,Kennard Winchester,-0.5962499211829205,-0.6041788314099309,-0.9350348451164606,-0.23758773640743797,-0.5290204474544117,-0.951842513225345,-0.846435457012309,-0.7337088508402234,-0.8939923061755186,-0.3356895047430456,-0.9409326732340365,-0.6461224269905986
2904,David Wingate,1.2416818358645725,0.31329054941920265,0.13786756036939024,-0.011889505548498307,-0.38790404143329593,-0.4858376818362939,-0.47160032331099394,0.2910164813654799,0.6140809318085955,-0.3356895047430456,0.2296733799757623,-0.19333499965550632
2905,Dontonio Wingfield,-0.6200419180379043,-0.5999508619130224,-0.7430417830821505,-0.08712224916814486,0.31767798867228336,-0.41926556306642954,-0.23732836474767197,-0.5287637843990829,-0.6426467665114997,-0.5857748221543226,-0.35562964662913704,-0.5843786868994496
2906,Justise Winslow,-0.2750579636406402,-0.18560985121599435,1.3011196421066815,0.10095960988097152,0.17656158265116742,1.5113258812596393,1.1214489949195954,0.8375366585418553,1.1167720111366333,0.16448113007950843,0.668650649929437,0.48584614134713233
2907,Rickie Winslow,-0.9382598759733116,-0.6084068009068393,-1.1609090357450609,-2.1184063268986,-0.6701368534755275,-0.951842513225345,-0.8932898487249735,-0.8020238729872704,-1.1453378458395376,-0.8358601395655997,-0.6482811599315869,-1.1400723477197903
2908,Trevor Winter,-0.9561038736145494,-0.6084068009068393,-1.319020969185081,-4.290751798915892,0.17656158265116742,-0.01983285044724281,0.043797985528314445,-1.0069689394284111,-1.3966833855035565,-0.8358601395655997,-1.5262356998389361,-1.3458848146902869
2909,Brian Winters,0.9740218712460055,-0.502707563484128,1.5834623803924317,0.232616911215353,-0.24678763541218013,-0.08640496921710732,-0.1436195813223431,1.7939469686005118,1.6194630904646712,-0.08560418733176867,1.9855824597904606,1.9882771502317567
2910,Voise Winters,-0.9471818747939305,-0.6084068009068393,-1.398076935905091,-2.1184063268986,-0.8112532594966435,-1.0184146319952094,-0.9869986321503021,-1.0069689394284111,-0.6426467665114997,-0.8358601395655997,-0.7946069165828117,-1.037166114234542
2911,Jeff Withey,-0.3464339542055914,-0.5449872584532126,-0.7430417830821505,0.6652051870283201,0.03544517663005162,-0.28612132552670055,-0.19047397303500754,-0.8020238729872704,-0.6426467665114997,1.1648223997246165,-0.9409326732340365,-0.6872849203846979
2912,Randy Wittman,0.6558039133105981,0.4993212072831744,0.5331473939694407,0.44891104912183627,-0.8112532594966435,-0.6189819193760228,-0.7058722818743159,0.49596154780662083,-0.1399556871834616,-0.5857748221543226,-0.35562964662913704,0.17712744089138754
2913,Garry Witts,-0.822273891305266,-0.6084068009068393,-0.6752795258935704,1.2482589500805799,-0.38790404143329593,-0.8852703944554806,-0.7527266735869803,-0.4604487622520359,-0.39130122684748053,-0.5857748221543226,-0.35562964662913704,-0.7490286604758469
2914,Joe Wolf,0.8015298940473734,-0.07145467479946624,-0.04283179213348969,-0.2752041082172607,0.17656158265116742,0.1798835058623504,0.18436116066630756,-0.32381871795794215,-0.39130122684748053,-0.3356895047430456,-0.20930388997791222,-0.48147245341420136
2915,Rubén Wolkowyski,-0.8371438893396308,-0.6041788314099309,-0.9802096832421807,-1.2344215893677537,-0.8112532594966435,-0.7521261569157518,-0.846435457012309,-0.9386539172813642,-1.1453378458395376,0.16448113007950843,-1.0872584298852614,-0.9342598807492938
2916,Nate Wolters,-0.7092619062440932,-0.47733974650267735,0.2395109461522606,-0.13414271393042396,-0.5290204474544117,-0.21954920675683617,-0.3310371481730006,0.7009066142477615,-0.1399556871834616,-0.3356895047430456,-0.35562964662913704,-0.2139162463525559
2917,Al Wood,0.2810799628446044,0.4316736953326392,0.8041964227237611,0.12917188873833846,0.31767798867228336,-0.08640496921710732,0.043797985528314445,0.22270145921843312,0.3627353921445763,0.16448113007950843,0.522324893278212,1.0827022955615724
