Name,Season,Lg,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Alaa Abdelnaby,Career,NBA,256.0,53.0,12.5,2.4,4.8,0.502,0.0,0.0,0.0,2.4,4.8,0.503,0.502,0.9,1.3,0.701,1.1,2.2,3.3,0.3,0.3,0.3,1.0,1.9,5.7
Kareem Abdul-Jabbar,Career,NBA,1560.0,625.0,36.8,10.2,18.1,0.5589999999999999,0.0,0.0,0.055999999999999994,10.2,18.1,0.56,0.5589999999999999,4.3,6.0,0.721,2.4,7.6,11.2,3.6,0.9,2.6,2.7,3.0,24.6
Mahmoud Abdul-Rauf,Career,NBA,586.0,336.0,26.7,6.0,13.6,0.442,0.8,2.3,0.354,5.2,11.3,0.46,0.47200000000000003,1.8,2.0,0.905,0.4,1.5,1.9,3.5,0.8,0.1,1.6,1.9,14.6
Tariq Abdul-Wahad,Career,NBA,236.0,145.0,20.4,3.1,7.3,0.41700000000000004,0.1,0.3,0.237,3.0,7.0,0.425,0.42200000000000004,1.6,2.2,0.703,1.2,2.1,3.3,1.1,0.8,0.4,1.3,2.1,7.8
Shareef Abdur-Rahim,Career,NBA,830.0,704.0,34.8,6.5,13.9,0.47200000000000003,0.2,0.6,0.297,6.4,13.2,0.48,0.479,4.8,6.0,0.81,2.3,5.3,7.5,2.5,1.0,0.8,2.6,2.8,18.1
lex Abrines,Career,NBA,174.0,16.0,16.0,1.8,4.5,0.387,1.3,3.4,0.368,0.5,1.1,0.44299999999999995,0.525,0.5,0.6,0.88,0.3,1.1,1.4,0.5,0.5,0.1,0.4,1.7,5.3
Alex Acker,Career,NBA,30.0,0.0,7.8,1.1,3.1,0.37,0.3,0.8,0.32,0.9,2.2,0.38799999999999996,0.413,0.2,0.3,0.5,0.3,0.7,1.0,0.5,0.2,0.1,0.4,0.4,2.7
Mark Acres,Career,NBA,375.0,68.0,16.0,1.4,2.7,0.506,0.0,0.0,0.5379999999999999,1.4,2.7,0.505,0.509,0.8,1.2,0.665,1.5,2.5,4.1,0.5,0.4,0.3,0.6,2.5,3.6
Quincy Acy,Career,NBA,337.0,60.0,16.0,1.7,3.9,0.444,0.5,1.6,0.35,1.2,2.3,0.506,0.513,0.9,1.1,0.759,0.9,2.6,3.5,0.6,0.4,0.4,0.6,2.0,4.9
Alvan Adams,Career,NBA,988.0,342.0,27.5,5.8,11.6,0.498,0.0,0.0,0.133,5.8,11.6,0.498,0.498,2.5,3.2,0.7879999999999999,2.0,5.0,7.0,4.1,1.3,0.8,2.6,3.3,14.1
Hassan Adams,Career,NBA,73.0,8.0,7.5,1.1,2.0,0.534,0.0,0.0,0.0,1.1,2.0,0.537,0.534,0.4,0.6,0.643,0.5,0.7,1.2,0.2,0.2,0.1,0.4,0.7,2.5
Jaylen Adams,Career,NBA,34.0,1.0,12.6,1.1,3.2,0.345,0.7,2.2,0.33799999999999997,0.4,1.1,0.361,0.45899999999999996,0.2,0.3,0.778,0.3,1.4,1.8,1.9,0.4,0.1,0.8,1.3,3.2
Jordan Adams,Career,NBA,32.0,0.0,8.2,1.2,2.9,0.402,0.3,0.8,0.385,0.8,2.1,0.409,0.457,0.5,0.9,0.607,0.3,0.7,0.9,0.6,0.6,0.2,0.5,0.8,3.2
Michael Adams,Career,NBA,653.0,510.0,31.3,5.0,12.0,0.415,1.5,4.4,0.332,3.5,7.6,0.462,0.475,3.3,3.9,0.8490000000000001,0.6,2.3,2.9,6.4,1.7,0.1,2.1,1.8,14.7
Steven Adams,Career,NBA,467.0,403.0,26.8,4.0,6.8,0.588,0.0,0.0,0.0,4.0,6.8,0.589,0.588,1.6,2.9,0.5529999999999999,3.5,3.9,7.4,1.0,0.9,1.0,1.4,2.7,9.7
Rafael Addison,Career,NBA,379.0,54.0,15.0,2.4,5.4,0.449,0.2,0.6,0.282,2.2,4.8,0.47200000000000003,0.466,0.7,0.9,0.772,0.7,1.4,2.1,0.9,0.4,0.2,0.7,1.8,5.8
Bam Adebayo,Career,NBA,151.0,47.0,21.7,3.0,5.5,0.55,0.0,0.1,0.136,3.0,5.3,0.561,0.551,2.0,2.7,0.728,1.9,4.6,6.5,1.9,0.7,0.7,1.2,2.3,8.0
Deng Adel,Career,NBA,19.0,3.0,10.2,0.6,1.9,0.306,0.3,1.2,0.261,0.3,0.7,0.385,0.389,0.2,0.2,1.0,0.2,0.8,1.0,0.3,0.1,0.2,0.3,0.7,1.7
Jeff Adrien,Career,NBA,153.0,17.0,14.0,1.7,3.6,0.474,0.0,0.0,0.0,1.7,3.6,0.47600000000000003,0.474,1.2,1.9,0.628,1.4,2.9,4.3,0.7,0.3,0.5,0.6,1.7,4.6
Arron Afflalo,Career,NBA,762.0,537.0,27.3,3.9,8.7,0.45,1.1,2.9,0.386,2.8,5.8,0.48100000000000004,0.514,1.8,2.2,0.825,0.4,2.4,2.9,1.8,0.4,0.2,1.1,1.9,10.8
Maurice Ager,Career,NBA,82.0,4.0,6.2,0.8,2.3,0.33899999999999997,0.1,0.5,0.25,0.6,1.8,0.366,0.368,0.4,0.6,0.5660000000000001,0.1,0.5,0.6,0.2,0.1,0.1,0.4,0.8,2.1
Mark Aguirre,Career,NBA,923.0,639.0,30.0,7.8,16.1,0.484,0.4,1.4,0.312,7.4,14.7,0.5,0.498,4.0,5.4,0.741,1.8,3.1,5.0,3.1,0.7,0.3,2.5,2.8,20.0
Blake Ahearn,Career,NBA,19.0,0.0,11.9,1.1,4.1,0.273,0.7,2.5,0.298,0.4,1.6,0.233,0.364,1.7,1.7,0.97,0.1,1.1,1.2,1.2,0.4,0.0,1.2,1.4,4.6
Danny Ainge,Career,NBA,1042.0,508.0,26.6,4.5,9.5,0.469,1.0,2.5,0.37799999999999995,3.5,7.0,0.502,0.519,1.6,1.9,0.846,0.7,2.0,2.7,4.0,1.1,0.1,1.5,2.4,11.5
Alexis Ajina,Career,NBA,293.0,76.0,13.3,2.2,4.4,0.503,0.0,0.1,0.28600000000000003,2.2,4.2,0.51,0.507,0.9,1.1,0.797,1.2,2.7,3.9,0.5,0.3,0.6,0.8,2.3,5.3
Josh Akognon,Career,NBA,3.0,0.0,3.0,0.7,1.3,0.5,0.3,0.7,0.5,0.3,0.7,0.5,0.625,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,1.0,1.7
DeVaughn Akoon-Purcell,Career,NBA,7.0,0.0,3.1,0.4,1.4,0.3,0.0,0.6,0.0,0.4,0.9,0.5,0.3,0.1,0.3,0.5,0.1,0.4,0.6,0.9,0.3,0.0,0.3,0.6,1.0
Solomon Alabi,Career,NBA,26.0,0.0,7.0,0.6,2.0,0.314,0.0,0.0,0.0,0.6,2.0,0.314,0.314,0.3,0.4,0.7,0.8,1.5,2.3,0.2,0.2,0.4,0.3,0.6,1.5
Mark Alarie,Career,NBA,325.0,41.0,16.9,3.2,6.7,0.475,0.1,0.4,0.252,3.1,6.3,0.49,0.483,1.0,1.3,0.775,1.3,2.1,3.4,1.1,0.4,0.3,1.0,2.2,7.5
Furkan Aldemir,Career,NBA,41.0,9.0,13.2,1.0,1.9,0.513,0.0,0.1,0.0,1.0,1.8,0.5479999999999999,0.513,0.3,0.7,0.48100000000000004,1.9,2.4,4.3,0.7,0.4,0.4,0.4,2.3,2.3
Cole Aldrich,Career,NBA,339.0,23.0,10.0,1.3,2.4,0.527,0.0,0.0,0.0,1.3,2.4,0.527,0.527,0.5,0.7,0.738,1.0,2.4,3.3,0.5,0.4,0.7,0.6,1.5,3.1
LaMarcus Aldridge,Career,NBA,950.0,909.0,34.5,7.9,16.1,0.491,0.1,0.4,0.28300000000000003,7.8,15.7,0.49700000000000005,0.495,3.6,4.4,0.81,2.7,5.7,8.4,2.0,0.7,1.1,1.6,2.5,19.6
Chuck Aleksinas,Career,NBA,74.0,4.0,15.1,2.2,4.6,0.478,0.0,0.0,0.0,2.2,4.5,0.479,0.478,0.7,1.0,0.733,1.2,2.5,3.6,0.5,0.2,0.2,1.0,2.3,5.1
Cliff Alexander,Career,NBA,8.0,0.0,4.5,0.6,1.3,0.5,0.0,0.0,0.0,0.6,1.3,0.5,0.5,0.0,0.0,0.0,0.3,0.5,0.8,0.0,0.1,0.3,0.1,0.1,1.3
Cory Alexander,Career,NBA,307.0,35.0,15.8,1.9,4.9,0.389,0.8,2.2,0.354,1.1,2.7,0.41700000000000004,0.46799999999999997,0.9,1.1,0.7559999999999999,0.3,1.3,1.6,2.7,0.9,0.1,1.5,1.7,5.5
Courtney Alexander,Career,NBA,187.0,59.0,21.7,3.5,8.3,0.42200000000000004,0.2,0.6,0.33899999999999997,3.3,7.7,0.429,0.435,1.8,2.2,0.813,0.7,1.5,2.2,1.2,0.6,0.1,1.1,2.0,9.0
Gary Alexander,Career,NBA,11.0,0.0,5.0,0.7,1.3,0.5710000000000001,0.0,0.0,0.0,0.7,1.3,0.5710000000000001,0.5710000000000001,0.3,0.8,0.33299999999999996,0.6,0.7,1.4,0.2,0.3,0.0,0.7,0.9,1.7
Joe Alexander,Career,NBA,67.0,0.0,11.1,1.5,3.7,0.41,0.2,0.7,0.34,1.3,3.0,0.426,0.442,0.9,1.3,0.698,0.7,1.1,1.8,0.7,0.2,0.4,0.8,1.7,4.2
Victor Alexander,Career,NBA,286.0,155.0,20.1,3.8,7.4,0.518,0.1,0.2,0.28600000000000003,3.8,7.2,0.525,0.522,1.1,1.8,0.634,1.6,3.3,4.8,0.9,0.5,0.6,1.3,2.5,8.9
Steve Alford,Career,NBA,169.0,3.0,9.7,1.7,3.8,0.45899999999999996,0.2,0.6,0.324,1.5,3.1,0.48700000000000004,0.48700000000000004,0.8,0.9,0.87,0.1,0.7,0.9,1.0,0.5,0.1,0.5,0.7,4.4
Rawle Alkins,Career,NBA,10.0,1.0,12.0,1.3,3.9,0.33299999999999996,0.3,1.2,0.25,1.0,2.7,0.37,0.37200000000000005,0.8,1.2,0.667,1.1,1.5,2.6,1.3,0.1,0.0,0.8,0.7,3.7
Grayson Allen,Career,NBA,38.0,2.0,10.9,1.8,4.7,0.376,0.8,2.6,0.32299999999999995,0.9,2.1,0.44299999999999995,0.466,1.2,1.6,0.75,0.1,0.5,0.6,0.7,0.2,0.2,0.9,1.2,5.6
Jarrett Allen,Career,NBA,152.0,111.0,23.3,3.7,6.3,0.59,0.1,0.4,0.183,3.7,6.0,0.617,0.595,2.0,2.8,0.732,2.2,4.8,7.0,1.0,0.5,1.4,1.2,2.2,9.6
Jerome Allen,Career,NBA,117.0,1.0,11.2,1.0,2.8,0.35,0.3,1.1,0.317,0.6,1.7,0.37,0.41100000000000003,0.6,0.9,0.63,0.3,0.8,1.1,1.7,0.4,0.1,0.9,1.1,2.9
Kadeem Allen,Career,NBA,37.0,2.0,14.1,1.9,4.4,0.436,0.5,1.3,0.36200000000000004,1.5,3.1,0.466,0.488,1.3,1.7,0.778,0.3,1.4,1.7,2.4,0.5,0.2,0.9,1.6,5.6
Lavoy Allen,Career,NBA,388.0,87.0,17.8,2.1,4.5,0.47100000000000003,0.0,0.0,0.133,2.1,4.5,0.474,0.47200000000000003,0.5,0.7,0.682,1.8,2.9,4.8,1.0,0.3,0.6,0.7,1.8,4.8
Malik Allen,Career,NBA,478.0,125.0,15.2,2.2,4.9,0.439,0.0,0.0,0.188,2.2,4.9,0.441,0.44,0.5,0.7,0.778,1.0,1.9,2.8,0.5,0.3,0.5,0.7,1.9,4.9
Randy Allen,Career,NBA,70.0,6.0,11.3,1.6,3.7,0.442,0.0,0.1,0.0,1.6,3.6,0.456,0.442,0.3,0.6,0.5329999999999999,0.7,1.3,2.1,0.3,0.2,0.3,0.4,1.6,3.6
Ray Allen,Career,NBA,1300.0,1149.0,35.6,6.6,14.6,0.452,2.3,5.7,0.4,4.3,8.9,0.485,0.53,3.4,3.8,0.894,0.9,3.1,4.1,3.4,1.1,0.2,2.1,2.2,18.9
Tony Allen,Career,NBA,820.0,441.0,22.0,3.2,6.6,0.475,0.2,0.5,0.282,3.0,6.1,0.49200000000000005,0.48700000000000004,1.7,2.3,0.7090000000000001,1.2,2.3,3.5,1.3,1.4,0.4,1.4,2.4,8.1
Lance Allred,Career,NBA,3.0,0.0,3.3,0.3,1.3,0.25,0.0,0.0,0.0,0.3,1.3,0.25,0.25,0.3,0.7,0.5,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,1.0
Morris Almond,Career,NBA,38.0,1.0,9.5,1.1,3.0,0.381,0.2,0.6,0.292,0.9,2.3,0.40399999999999997,0.41200000000000003,0.7,0.9,0.743,0.3,0.9,1.2,0.3,0.3,0.1,0.5,1.1,3.1
Derrick Alston,Career,NBA,139.0,42.0,19.1,2.3,4.7,0.489,0.0,0.1,0.14300000000000002,2.3,4.6,0.493,0.49,0.8,1.7,0.48700000000000004,1.6,2.1,3.8,0.7,0.7,0.6,0.8,2.1,5.4
Rafer Alston,Career,NBA,671.0,452.0,28.9,3.7,9.5,0.38299999999999995,1.5,4.2,0.354,2.2,5.3,0.40700000000000003,0.461,1.3,1.8,0.7290000000000001,0.4,2.5,2.8,4.8,1.2,0.2,1.8,2.1,10.1
Peter Aluma,Career,NBA,2.0,0.0,2.5,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.5,0.5,1.0,2.0,1.0
John Amaechi,Career,NBA,294.0,93.0,16.4,2.3,5.6,0.40299999999999997,0.0,0.0,0.077,2.3,5.6,0.405,0.40299999999999997,1.7,2.6,0.6709999999999999,0.8,1.8,2.6,0.8,0.3,0.3,1.3,1.7,6.2
Ashraf Amaya,Career,NBA,85.0,34.0,14.7,1.6,3.4,0.455,0.0,0.0,0.5,1.6,3.4,0.455,0.457,1.3,2.1,0.633,1.6,2.6,4.2,0.4,0.3,0.2,0.8,2.1,4.5
Al-Farouq Aminu,Career,NBA,670.0,429.0,25.2,2.8,6.7,0.423,0.8,2.3,0.337,2.0,4.3,0.469,0.48200000000000004,1.3,1.7,0.747,1.4,4.7,6.1,1.2,1.0,0.6,1.2,1.9,7.7
Lou Amundson,Career,NBA,428.0,42.0,12.9,1.5,3.2,0.474,0.0,0.0,0.0,1.5,3.2,0.475,0.474,0.6,1.4,0.444,1.5,2.1,3.6,0.4,0.4,0.7,0.7,2.0,3.7
Chris Andersen,Career,NBA,695.0,45.0,17.7,1.9,3.6,0.532,0.0,0.1,0.221,1.9,3.5,0.541,0.535,1.5,2.3,0.654,1.7,3.3,5.0,0.5,0.4,1.4,0.7,1.9,5.4
David Andersen,Career,NBA,103.0,0.0,12.3,2.0,4.5,0.44,0.3,1.0,0.34700000000000003,1.6,3.5,0.467,0.478,0.6,0.9,0.674,0.7,2.1,2.8,0.6,0.2,0.2,0.6,1.5,4.9
Alan Anderson,Career,NBA,330.0,66.0,20.6,2.6,6.3,0.405,1.0,2.9,0.344,1.6,3.4,0.457,0.484,1.2,1.5,0.816,0.5,1.7,2.2,1.1,0.6,0.1,0.9,1.8,7.3
Antonio Anderson,Career,NBA,1.0,0.0,15.0,1.0,3.0,0.33299999999999996,0.0,0.0,0.0,1.0,3.0,0.33299999999999996,0.33299999999999996,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0
Derek Anderson,Career,NBA,615.0,390.0,29.2,3.9,9.6,0.408,1.0,3.1,0.341,2.9,6.6,0.44,0.46299999999999997,3.0,3.6,0.853,0.7,2.5,3.2,3.4,1.1,0.1,1.7,2.0,12.0
Dwight Anderson,Career,NBA,5.0,0.0,6.6,1.4,2.8,0.5,0.0,0.0,0.0,1.4,2.8,0.5,0.5,1.4,2.0,0.7,0.0,0.4,0.4,0.6,0.2,0.0,1.0,1.4,4.2
Eric Anderson,Career,NBA,27.0,0.0,3.1,0.4,1.3,0.34299999999999997,0.1,0.1,1.0,0.4,1.2,0.303,0.371,0.6,1.0,0.593,0.4,0.7,1.1,0.2,0.1,0.1,0.3,0.9,1.6
Greg Anderson,Career,NBA,680.0,315.0,20.6,3.0,6.0,0.49200000000000005,0.0,0.0,0.087,3.0,6.0,0.494,0.49200000000000005,1.4,2.5,0.557,2.1,4.1,6.2,0.6,0.7,0.9,1.4,2.6,7.3
J.J. Anderson,Career,NBA,157.0,2.0,12.5,1.9,4.2,0.465,0.0,0.1,0.0,1.9,4.1,0.47100000000000003,0.465,0.9,1.6,0.5579999999999999,1.2,1.6,2.8,0.7,0.7,0.2,0.8,1.6,4.8
James Anderson,Career,NBA,247.0,83.0,17.5,2.1,5.2,0.41100000000000003,0.8,2.5,0.321,1.3,2.7,0.495,0.488,0.7,0.9,0.755,0.4,1.8,2.3,1.2,0.5,0.2,0.9,1.2,5.8
Justin Anderson,Career,NBA,216.0,23.0,13.2,1.9,4.5,0.419,0.6,2.1,0.302,1.3,2.4,0.523,0.49,0.9,1.2,0.778,0.6,1.9,2.6,0.7,0.4,0.3,0.6,1.2,5.3
Kenny Anderson,Career,NBA,858.0,693.0,30.1,4.7,11.1,0.42100000000000004,0.6,1.8,0.34600000000000003,4.0,9.2,0.436,0.449,2.6,3.3,0.79,0.8,2.3,3.1,6.1,1.5,0.1,2.1,2.3,12.6
Kyle Anderson,Career,NBA,300.0,140.0,19.6,2.1,4.4,0.49200000000000005,0.2,0.6,0.324,2.0,3.8,0.519,0.514,0.9,1.2,0.706,0.7,3.3,3.9,1.9,1.0,0.5,0.9,1.4,5.3
Michael Anderson,Career,NBA,36.0,12.0,20.3,2.0,4.9,0.41700000000000004,0.0,0.2,0.14300000000000002,2.0,4.7,0.429,0.42,1.6,2.3,0.695,1.2,1.3,2.5,4.3,1.2,0.1,2.3,1.8,5.7
Nick Anderson,Career,NBA,800.0,636.0,31.2,5.5,12.4,0.446,1.3,3.7,0.35600000000000004,4.2,8.7,0.485,0.5,2.1,3.1,0.667,1.3,3.8,5.1,2.6,1.4,0.5,1.7,1.9,14.4
Richard Anderson,Career,NBA,407.0,30.0,14.7,2.2,5.4,0.41200000000000003,0.4,1.1,0.33299999999999996,1.9,4.3,0.43200000000000005,0.446,0.7,0.9,0.762,1.1,2.4,3.5,1.5,0.6,0.2,0.9,1.7,5.6
Ron Anderson,Career,NBA,664.0,79.0,22.8,4.4,9.4,0.47100000000000003,0.2,0.6,0.287,4.3,8.8,0.48200000000000004,0.479,1.6,2.0,0.8140000000000001,1.3,2.2,3.5,1.4,0.7,0.1,1.1,1.5,10.6
Ryan Anderson,Career,NBA,647.0,289.0,25.9,4.3,10.1,0.42200000000000004,2.0,5.4,0.38,2.2,4.7,0.47,0.523,1.8,2.1,0.8540000000000001,1.9,3.3,5.3,0.9,0.5,0.3,0.9,2.0,12.4
Shandon Anderson,Career,NBA,719.0,226.0,22.2,2.8,6.1,0.457,0.4,1.4,0.316,2.3,4.7,0.498,0.49200000000000005,1.4,1.9,0.7390000000000001,0.8,2.3,3.1,1.4,0.8,0.3,1.3,2.0,7.4
Willie Anderson,Career,NBA,555.0,432.0,28.8,5.1,10.7,0.47100000000000003,0.2,0.7,0.266,4.9,10.1,0.485,0.479,1.9,2.4,0.7859999999999999,1.0,2.8,3.8,3.8,1.1,0.6,2.1,2.7,12.2
Martynas Andriukeviius,Career,NBA,6.0,0.0,1.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.7,0.0,0.3,0.0,0.0,0.2,0.0
Ike Anigbogu,Career,NBA,14.0,0.0,2.6,0.3,0.9,0.33299999999999996,0.0,0.0,0.0,0.3,0.9,0.33299999999999996,0.33299999999999996,0.4,0.4,0.833,0.4,0.4,0.9,0.1,0.1,0.3,0.2,0.1,0.9
Michael Ansley,Career,NBA,149.0,6.0,14.4,2.6,5.0,0.513,0.0,0.0,0.0,2.6,5.0,0.513,0.513,1.7,2.4,0.722,2.1,2.1,4.2,0.4,0.3,0.2,0.6,1.9,6.9
Chris Anstey,Career,NBA,155.0,23.0,13.9,2.0,4.7,0.413,0.0,0.2,0.138,1.9,4.5,0.424,0.41600000000000004,1.3,1.7,0.755,1.1,2.3,3.4,0.8,0.5,0.4,0.9,2.4,5.2
Giannis Antetokounmpo,Career,NBA,465.0,400.0,32.7,6.9,13.2,0.521,0.5,1.7,0.27699999999999997,6.4,11.5,0.557,0.539,4.6,6.2,0.742,1.6,6.7,8.3,4.1,1.2,1.3,2.6,3.0,18.8
Kostas Antetokounmpo,Career,NBA,2.0,0.0,5.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.0,2.0,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.5,0.0,1.0
Thanasis Antetokounmpo,Career,NBA,2.0,0.0,3.0,1.5,2.0,0.75,0.0,0.5,0.0,1.5,1.5,1.0,0.75,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,3.0
Carmelo Anthony,Career,NBA,1064.0,1056.0,35.8,8.6,19.1,0.449,1.3,3.7,0.34700000000000003,7.3,15.4,0.473,0.48200000000000004,5.6,6.9,0.8109999999999999,1.7,4.8,6.5,3.0,1.0,0.5,2.7,2.9,24.0
Greg Anthony,Career,NBA,757.0,227.0,20.9,2.5,6.3,0.40299999999999997,0.8,2.3,0.349,1.7,4.0,0.434,0.467,1.4,1.9,0.733,0.4,1.5,1.9,4.0,1.2,0.1,1.4,1.7,7.3
Joel Anthony,Career,NBA,490.0,110.0,14.4,0.8,1.6,0.513,0.0,0.0,0.0,0.8,1.6,0.513,0.513,0.5,0.8,0.662,1.1,1.6,2.8,0.2,0.3,1.1,0.5,1.7,2.2
Pero Anti,Career,NBA,113.0,29.0,17.4,2.0,5.2,0.392,1.0,3.0,0.314,1.1,2.2,0.5,0.483,1.2,1.7,0.73,1.0,2.5,3.5,0.9,0.3,0.2,0.9,2.3,6.3
OG Anunoby,Career,NBA,141.0,68.0,20.1,2.5,5.3,0.461,1.0,2.8,0.35100000000000003,1.5,2.5,0.5870000000000001,0.555,0.5,0.9,0.605,0.7,2.0,2.7,0.7,0.7,0.3,0.7,1.9,6.4
Keith Appling,Career,NBA,5.0,0.0,5.4,0.4,1.6,0.25,0.0,0.6,0.0,0.4,1.0,0.4,0.25,0.4,0.4,1.0,0.0,0.2,0.2,0.2,0.2,0.0,0.6,1.0,1.2
Rafael Araújo,Career,NBA,139.0,75.0,11.4,1.1,2.8,0.405,0.0,0.0,0.25,1.1,2.7,0.40700000000000003,0.406,0.5,0.8,0.679,0.9,1.9,2.8,0.3,0.4,0.1,0.8,2.2,2.8
Robert Archibald,Career,NBA,44.0,3.0,7.5,0.3,1.2,0.28300000000000003,0.0,0.0,0.0,0.3,1.2,0.28300000000000003,0.28300000000000003,0.5,1.1,0.429,0.6,1.0,1.6,0.4,0.3,0.1,0.4,1.3,1.2
Tiny Archibald,Career,NBA,876.0,268.0,35.6,6.7,14.4,0.467,0.1,0.3,0.22399999999999998,6.7,14.3,0.469,0.46799999999999997,5.3,6.6,0.81,0.5,1.6,2.3,7.4,1.1,0.1,2.7,2.3,18.8
Ryan Arcidiacono,Career,NBA,105.0,32.0,21.6,1.9,4.4,0.444,0.9,2.4,0.363,1.1,2.0,0.54,0.542,0.9,1.0,0.87,0.3,2.1,2.3,2.9,0.7,0.0,0.7,1.8,5.6
Gilbert Arenas,Career,NBA,552.0,455.0,35.1,6.7,16.0,0.42100000000000004,2.0,5.6,0.35100000000000003,4.8,10.5,0.45799999999999996,0.48200000000000004,5.2,6.5,0.8029999999999999,0.8,3.1,3.9,5.3,1.6,0.2,3.2,3.0,20.7
Trevor Ariza,Career,NBA,1011.0,710.0,29.8,3.8,9.0,0.42200000000000004,1.4,4.1,0.35100000000000003,2.4,4.9,0.48200000000000004,0.502,1.6,2.2,0.728,1.0,3.8,4.8,2.2,1.5,0.3,1.4,2.0,10.7
Joe Arlauckas,Career,NBA,9.0,0.0,9.4,1.6,4.8,0.326,0.0,0.0,0.0,1.6,4.8,0.326,0.326,0.7,0.9,0.75,0.7,0.8,1.4,0.9,0.3,0.4,0.4,1.8,3.8
B.J. Armstrong,Career,NBA,747.0,341.0,23.8,3.8,8.0,0.47700000000000004,0.6,1.4,0.425,3.2,6.6,0.48700000000000004,0.513,1.6,1.9,0.856,0.3,1.5,1.8,3.3,0.7,0.1,1.2,1.5,9.8
Brandon Armstrong,Career,NBA,108.0,0.0,6.5,0.9,2.7,0.35200000000000004,0.2,0.7,0.33299999999999996,0.7,2.0,0.358,0.395,0.1,0.2,0.6,0.2,0.4,0.6,0.2,0.2,0.0,0.3,0.8,2.2
Darrell Armstrong,Career,NBA,840.0,337.0,23.7,3.2,7.7,0.409,1.1,3.3,0.33399999999999996,2.1,4.5,0.465,0.48,1.7,2.0,0.871,0.8,1.9,2.7,4.0,1.3,0.1,1.9,1.7,9.2
Hilton Armstrong,Career,NBA,292.0,40.0,11.6,1.2,2.4,0.501,0.0,0.0,0.28600000000000003,1.2,2.3,0.503,0.502,0.6,1.1,0.5820000000000001,1.0,1.6,2.6,0.3,0.3,0.5,0.8,1.9,3.0
Carlos Arroyo,Career,NBA,569.0,191.0,18.7,2.5,5.7,0.43799999999999994,0.2,0.7,0.33799999999999997,2.3,5.0,0.452,0.45899999999999996,1.4,1.7,0.8059999999999999,0.4,1.3,1.7,3.1,0.5,0.0,1.2,1.5,6.6
Darrell Arthur,Career,NBA,503.0,106.0,17.8,2.7,6.2,0.444,0.3,0.9,0.35200000000000004,2.4,5.3,0.46,0.47,0.7,0.9,0.765,1.1,2.4,3.5,0.8,0.6,0.6,0.8,2.5,6.5
Jamel Artis,Career,NBA,15.0,1.0,18.6,2.1,5.3,0.392,0.5,1.9,0.276,1.5,3.3,0.46,0.44299999999999995,0.5,0.8,0.583,0.3,2.3,2.5,1.2,0.1,0.2,0.5,0.7,5.1
mer Ak,Career,NBA,471.0,262.0,19.6,2.0,3.8,0.528,0.0,0.0,0.0,2.0,3.8,0.528,0.528,1.2,2.3,0.551,2.2,4.9,7.1,0.6,0.4,0.7,1.2,2.0,5.3
Vincent Askew,Career,NBA,467.0,27.0,20.0,2.6,5.4,0.479,0.2,0.5,0.3,2.4,4.9,0.499,0.494,1.7,2.3,0.754,0.9,1.7,2.5,2.2,0.7,0.2,1.1,2.1,7.1
Keith Askins,Career,NBA,486.0,80.0,16.4,1.4,3.5,0.401,0.6,1.6,0.355,0.8,1.9,0.44,0.483,0.5,0.6,0.7170000000000001,1.1,1.9,2.9,0.8,0.6,0.3,0.7,2.3,3.8
Chucky Atkins,Career,NBA,696.0,325.0,24.9,3.6,8.7,0.41200000000000003,1.3,3.7,0.364,2.2,5.0,0.447,0.489,1.4,1.8,0.772,0.3,1.4,1.7,3.4,0.7,0.1,1.5,1.8,9.9
Stacey Augmon,Career,NBA,1001.0,472.0,21.6,3.0,6.5,0.469,0.0,0.1,0.152,3.0,6.4,0.473,0.47,1.9,2.6,0.728,1.3,1.9,3.2,1.6,1.0,0.3,1.2,1.7,8.0
D.J. Augustin,Career,NBA,807.0,307.0,24.1,3.2,7.7,0.413,1.3,3.4,0.381,1.9,4.4,0.43799999999999994,0.49700000000000005,2.1,2.5,0.863,0.3,1.6,1.9,4.0,0.6,0.0,1.5,1.5,9.8
James Augustine,Career,NBA,27.0,0.0,5.8,0.7,1.4,0.514,0.0,0.0,0.0,0.7,1.4,0.514,0.514,0.1,0.3,0.5,0.6,0.6,1.2,0.1,0.2,0.1,0.2,0.7,1.6
Isaac Austin,Career,NBA,432.0,166.0,19.3,3.0,6.7,0.446,0.0,0.1,0.17600000000000002,3.0,6.6,0.451,0.44799999999999995,1.6,2.4,0.67,1.4,3.3,4.7,1.2,0.5,0.5,1.6,2.2,7.6
