Name,Season,Lg,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Andy Rautins,Career,NBA,5.0,0.0,4.8,0.6,1.4,0.429,0.2,0.8,0.25,0.4,0.6,0.667,0.5,0.2,0.4,0.5,0.0,0.2,0.2,0.6,0.2,0.0,1.4,0.0,1.6
Leo Rautins,Career,NBA,32.0,3.0,6.5,0.7,1.9,0.35,0.0,0.0,0.0,0.7,1.9,0.35,0.35,0.2,0.3,0.6,0.3,0.8,1.1,1.0,0.3,0.1,0.6,1.1,1.5
Allan Ray,Career,NBA,47.0,5.0,15.1,2.1,5.5,0.386,1.0,2.5,0.414,1.1,3.0,0.364,0.479,0.9,1.2,0.764,0.4,1.1,1.5,0.9,0.4,0.1,0.9,1.8,6.2
James Ray,Career,NBA,103.0,7.0,8.2,1.3,3.1,0.428,0.0,0.0,0.33299999999999996,1.3,3.1,0.429,0.429,0.6,0.9,0.629,0.7,1.6,2.2,0.7,0.4,0.4,1.0,1.7,3.2
Dino Radja,Career,NBA,224.0,172.0,32.6,6.8,13.6,0.49700000000000005,0.0,0.0,0.0,6.8,13.6,0.49700000000000005,0.49700000000000005,3.1,4.3,0.735,2.2,6.2,8.4,1.6,0.9,1.3,2.2,3.3,16.7
eljko Rebraa,Career,NBA,215.0,22.0,15.3,2.3,4.3,0.527,0.0,0.0,0.0,2.3,4.3,0.527,0.527,1.4,1.8,0.792,0.9,2.3,3.2,0.4,0.3,0.7,0.9,2.4,5.9
Eldridge Recasner,Career,NBA,296.0,47.0,17.3,2.1,5.0,0.426,0.8,2.0,0.409,1.3,3.0,0.436,0.506,0.8,0.9,0.887,0.4,1.4,1.8,1.8,0.4,0.0,1.0,1.4,5.9
Michael Redd,Career,NBA,629.0,429.0,32.0,6.7,15.0,0.447,1.7,4.4,0.38,5.0,10.6,0.475,0.503,4.0,4.8,0.838,1.0,2.8,3.8,2.1,0.9,0.1,1.5,1.6,19.0
J.J. Redick,Career,NBA,836.0,452.0,25.9,4.3,9.7,0.44799999999999995,2.0,4.9,0.413,2.3,4.7,0.484,0.5529999999999999,2.2,2.5,0.89,0.2,1.8,2.0,2.0,0.5,0.1,1.1,1.5,12.9
Davon Reed,Career,NBA,31.0,1.0,9.3,0.9,2.8,0.307,0.4,1.4,0.31,0.5,1.5,0.304,0.381,0.3,0.4,0.667,0.1,1.3,1.5,0.5,0.4,0.1,0.4,0.6,2.4
Justin Reed,Career,NBA,136.0,9.0,10.6,1.3,3.2,0.40399999999999997,0.0,0.0,0.0,1.3,3.1,0.40700000000000003,0.40399999999999997,0.9,1.2,0.752,0.6,0.8,1.4,0.5,0.2,0.1,0.6,1.6,3.5
Willie Reed,Career,NBA,152.0,12.0,12.4,2.1,3.5,0.5920000000000001,0.0,0.0,0.33299999999999996,2.1,3.5,0.595,0.594,0.7,1.3,0.561,1.4,2.4,3.8,0.3,0.2,0.7,0.4,1.6,4.9
Bryant Reeves,Career,NBA,395.0,341.0,30.6,5.1,10.7,0.475,0.0,0.1,0.07400000000000001,5.1,10.6,0.478,0.475,2.4,3.4,0.703,2.2,4.8,6.9,1.6,0.5,0.8,1.9,3.5,12.5
Khalid Reeves,Career,NBA,277.0,113.0,21.1,2.7,6.5,0.41600000000000004,0.8,2.3,0.363,1.8,4.1,0.446,0.48200000000000004,1.6,2.2,0.7440000000000001,0.6,1.5,2.1,3.2,0.8,0.1,1.6,2.3,7.8
Don Reid,Career,NBA,403.0,149.0,13.3,1.4,2.7,0.53,0.0,0.0,0.0,1.4,2.7,0.531,0.53,0.7,1.1,0.6579999999999999,1.1,1.8,2.9,0.4,0.5,0.7,0.6,2.8,3.6
J.R. Reid,Career,NBA,672.0,297.0,22.9,3.2,6.8,0.47200000000000003,0.0,0.1,0.135,3.2,6.8,0.475,0.47200000000000003,2.0,2.8,0.716,1.5,3.5,5.0,1.0,0.8,0.4,1.4,2.9,8.5
Robert Reid,Career,NBA,919.0,284.0,27.3,4.8,10.6,0.45799999999999996,0.1,0.5,0.29100000000000004,4.7,10.2,0.46399999999999997,0.46299999999999997,1.6,2.2,0.732,1.3,3.3,4.5,2.7,1.1,0.4,1.4,3.1,11.4
Ryan Reid,Career,NBA,5.0,0.0,3.4,0.8,1.0,0.8,0.0,0.0,0.0,0.8,1.0,0.8,0.8,0.0,0.0,0.0,0.2,0.2,0.4,0.0,0.0,0.0,0.2,0.2,1.6
Jared Reiner,Career,NBA,46.0,4.0,8.2,0.5,1.6,0.342,0.0,0.0,0.0,0.5,1.6,0.342,0.342,0.1,0.3,0.28600000000000003,0.7,1.6,2.4,0.3,0.2,0.3,0.5,1.7,1.2
Richard Rellford,Career,NBA,4.0,0.0,10.5,1.3,2.0,0.625,0.0,0.0,0.0,1.3,2.0,0.625,0.625,1.5,2.0,0.75,0.5,1.3,1.8,0.3,0.0,0.8,1.0,0.8,4.0
Terrence Rencher,Career,NBA,36.0,1.0,11.3,0.9,2.8,0.33,0.3,0.8,0.31,0.7,2.0,0.33799999999999997,0.375,0.9,1.3,0.674,0.3,1.0,1.2,1.5,0.4,0.1,1.2,1.0,2.9
Efthimis Rentzias,Career,NBA,35.0,0.0,4.1,0.6,1.7,0.33899999999999997,0.1,0.2,0.5,0.5,1.5,0.314,0.373,0.2,0.3,0.889,0.3,0.5,0.7,0.2,0.2,0.1,0.1,0.6,1.5
Shawn Respert,Career,NBA,172.0,5.0,13.7,1.8,4.4,0.414,0.6,1.7,0.34,1.3,2.8,0.45899999999999996,0.478,0.7,0.9,0.816,0.5,0.8,1.3,1.0,0.5,0.0,0.7,1.1,4.9
Kevin Restani,Career,NBA,550.0,0.0,18.4,2.8,5.7,0.486,0.0,0.2,0.205,2.8,5.6,0.489,0.48700000000000004,0.6,0.8,0.7170000000000001,1.4,2.6,4.0,1.4,0.4,0.2,1.0,1.8,6.2
Cameron Reynolds,Career,NBA,19.0,0.0,13.6,1.7,4.1,0.423,1.1,2.7,0.41200000000000003,0.6,1.4,0.444,0.5579999999999999,0.4,0.5,0.889,0.2,1.4,1.6,0.7,0.3,0.1,0.3,1.4,5.0
Jerry Reynolds,Career,NBA,443.0,118.0,18.9,3.2,7.7,0.418,0.1,0.3,0.226,3.1,7.4,0.425,0.42200000000000004,2.6,3.5,0.7490000000000001,1.1,1.9,3.0,2.0,1.1,0.6,1.6,1.5,9.1
Rodrick Rhodes,Career,NBA,72.0,14.0,17.1,1.7,5.0,0.34700000000000003,0.0,0.2,0.2,1.7,4.8,0.354,0.35100000000000003,1.8,2.8,0.62,0.5,0.7,1.2,1.7,1.0,0.2,1.7,2.0,5.3
Glen Rice,Career,NBA,1000.0,876.0,35.0,6.8,14.9,0.456,1.6,3.9,0.4,5.2,11.0,0.47600000000000003,0.508,3.2,3.8,0.846,0.9,3.4,4.4,2.1,1.0,0.3,1.7,2.4,18.3
Glen Rice Jr.,Career,NBA,16.0,1.0,9.5,0.9,3.3,0.26899999999999996,0.4,1.5,0.25,0.5,1.8,0.28600000000000003,0.327,0.6,0.8,0.6920000000000001,0.4,1.1,1.5,0.6,0.4,0.1,0.7,1.1,2.7
Chris Richard,Career,NBA,70.0,3.0,11.1,0.8,1.7,0.483,0.0,0.0,0.0,0.8,1.7,0.483,0.483,0.3,0.5,0.605,1.0,1.8,2.8,0.4,0.3,0.2,0.5,1.9,1.9
Clint Richardson,Career,NBA,586.0,108.0,20.2,3.0,6.4,0.46299999999999997,0.0,0.1,0.244,3.0,6.3,0.466,0.465,1.0,1.3,0.77,0.9,1.4,2.4,2.5,0.6,0.2,1.3,1.7,7.0
Jason Richardson,Career,NBA,857.0,842.0,34.1,6.5,14.8,0.43799999999999994,1.9,5.1,0.37,4.6,9.7,0.474,0.502,2.2,3.2,0.7070000000000001,1.2,3.7,5.0,2.7,1.2,0.4,1.8,2.3,17.1
Jeremy Richardson,Career,NBA,45.0,1.0,5.4,0.7,2.2,0.33299999999999996,0.3,0.9,0.385,0.4,1.3,0.3,0.409,0.1,0.2,0.625,0.1,0.5,0.6,0.1,0.1,0.0,0.2,0.5,1.9
Josh Richardson,Career,NBA,259.0,190.0,30.7,4.4,10.4,0.425,1.6,4.4,0.368,2.8,6.0,0.467,0.503,1.6,2.0,0.821,0.7,2.5,3.2,2.9,1.1,0.7,1.4,2.5,12.1
Malachi Richardson,Career,NBA,70.0,4.0,8.9,1.0,2.7,0.358,0.4,1.3,0.301,0.6,1.3,0.415,0.433,0.5,0.7,0.7829999999999999,0.1,0.9,1.0,0.3,0.2,0.0,0.4,0.9,2.8
Micheal Ray Richardson,Career,NBA,556.0,276.0,33.4,6.1,13.5,0.457,0.3,1.2,0.22,5.9,12.4,0.47700000000000004,0.465,2.3,3.4,0.69,1.8,3.7,5.5,7.0,2.6,0.4,3.3,3.3,14.8
Norm Richardson,Career,NBA,11.0,0.0,6.1,0.9,2.4,0.385,0.4,0.7,0.5,0.5,1.6,0.33299999999999996,0.462,0.5,0.8,0.667,0.3,0.5,0.7,0.2,0.0,0.0,0.3,0.5,2.7
Pooh Richardson,Career,NBA,639.0,483.0,30.4,4.8,10.7,0.444,0.6,1.7,0.32899999999999996,4.2,9.0,0.465,0.47,1.0,1.5,0.652,0.7,2.1,2.8,6.5,1.3,0.2,1.8,1.8,11.1
Quentin Richardson,Career,NBA,783.0,486.0,26.5,3.7,9.4,0.397,1.5,4.2,0.355,2.2,5.2,0.431,0.47600000000000003,1.3,1.8,0.718,1.2,3.5,4.7,1.5,0.8,0.2,1.1,2.0,10.3
Mitch Richmond,Career,NBA,976.0,902.0,35.2,7.5,16.4,0.455,1.4,3.5,0.38799999999999996,6.1,12.9,0.474,0.49700000000000005,4.7,5.5,0.85,0.9,3.0,3.9,3.5,1.2,0.3,2.6,2.6,21.0
Isaiah Rider,Career,NBA,563.0,424.0,31.7,6.4,14.4,0.44299999999999995,1.2,3.4,0.35200000000000004,5.2,11.0,0.47100000000000003,0.484,2.8,3.4,0.812,1.2,2.6,3.8,2.7,0.7,0.2,2.5,2.4,16.7
Luke Ridnour,Career,NBA,830.0,493.0,26.1,3.5,8.2,0.431,0.7,2.0,0.349,2.8,6.2,0.45799999999999996,0.474,1.6,1.8,0.862,0.4,1.8,2.3,4.5,1.0,0.2,1.6,2.1,9.3
Antoine Rigaudeau,Career,NBA,11.0,0.0,8.3,0.7,3.2,0.22899999999999998,0.1,0.5,0.2,0.6,2.7,0.233,0.243,0.0,0.0,0.0,0.4,0.4,0.7,0.5,0.3,0.0,0.5,1.0,1.5
Eric Riley,Career,NBA,186.0,41.0,9.9,1.2,2.6,0.456,0.0,0.0,0.0,1.2,2.5,0.46,0.456,0.7,1.1,0.7040000000000001,1.0,1.6,2.6,0.3,0.3,0.7,0.7,1.6,3.1
Ramón Rivas,Career,NBA,28.0,0.0,3.3,0.4,1.1,0.387,0.0,0.0,0.0,0.4,1.1,0.4,0.387,0.6,0.9,0.64,0.3,0.5,0.9,0.1,0.1,0.0,0.3,0.8,1.4
Austin Rivers,Career,NBA,484.0,145.0,24.6,3.4,8.2,0.41700000000000004,1.1,3.1,0.34700000000000003,2.4,5.2,0.45899999999999996,0.48200000000000004,1.3,2.0,0.637,0.3,1.7,2.0,2.4,0.7,0.2,1.2,2.2,9.2
David Rivers,Career,NBA,114.0,11.0,11.3,1.2,3.1,0.39799999999999996,0.0,0.1,0.083,1.2,3.0,0.409,0.4,0.9,1.1,0.794,0.5,0.8,1.3,2.5,0.5,0.1,1.5,1.0,3.4
Doc Rivers,Career,NBA,864.0,605.0,27.3,3.8,8.6,0.444,0.4,1.3,0.32799999999999996,3.4,7.3,0.465,0.469,2.8,3.6,0.784,0.7,2.3,3.0,5.7,1.8,0.4,1.9,3.1,10.9
Andre Roberson,Career,NBA,295.0,269.0,22.5,1.9,4.0,0.48200000000000004,0.4,1.4,0.257,1.5,2.5,0.609,0.528,0.4,0.9,0.467,1.2,2.8,4.0,0.9,0.9,0.7,0.6,2.2,4.6
Anthony Roberson,Career,NBA,65.0,1.0,9.1,1.6,3.9,0.4,0.8,2.2,0.35600000000000004,0.8,1.7,0.45899999999999996,0.502,0.1,0.2,0.9,0.1,0.6,0.8,0.5,0.4,0.0,0.4,0.8,4.1
Terrance Roberson,Career,NBA,3.0,0.0,4.3,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.7,1.0,0.0
Anthony Roberts,Career,NBA,213.0,0.0,18.2,3.2,7.7,0.41200000000000003,0.0,0.0,0.0,3.2,7.7,0.41200000000000003,0.41200000000000003,1.4,2.0,0.6990000000000001,1.6,2.4,3.9,1.2,0.4,0.1,1.2,2.4,7.8
Brian Roberts,Career,NBA,314.0,59.0,16.6,2.4,5.8,0.41100000000000003,0.7,1.9,0.35600000000000004,1.7,3.9,0.439,0.47100000000000003,1.1,1.2,0.9079999999999999,0.2,1.2,1.3,2.3,0.4,0.1,0.9,1.2,6.6
Fred Roberts,Career,NBA,818.0,253.0,18.0,2.8,5.5,0.502,0.1,0.2,0.325,2.7,5.3,0.508,0.508,1.7,2.1,0.7959999999999999,1.0,1.8,2.8,1.2,0.5,0.3,1.2,1.9,7.3
Lawrence Roberts,Career,NBA,87.0,18.0,13.2,1.3,2.9,0.452,0.0,0.0,0.0,1.3,2.9,0.46,0.452,1.2,1.8,0.688,1.5,2.1,3.6,0.4,0.5,0.2,0.5,1.9,3.8
Stanley Roberts,Career,NBA,300.0,178.0,19.6,3.5,7.1,0.499,0.0,0.0,0.0,3.5,7.1,0.499,0.499,1.5,2.8,0.514,1.7,3.5,5.2,0.6,0.4,1.3,1.2,3.5,8.5
Alvin Robertson,Career,NBA,779.0,680.0,31.7,5.7,11.9,0.47700000000000004,0.3,1.0,0.295,5.4,10.8,0.494,0.49,2.3,3.1,0.743,2.1,3.1,5.2,5.0,2.7,0.4,2.7,3.4,14.0
Ryan Robertson,Career,NBA,1.0,0.0,25.0,2.0,6.0,0.33299999999999996,0.0,2.0,0.0,2.0,4.0,0.5,0.33299999999999996,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Rick Robey,Career,NBA,493.0,46.0,17.9,3.0,6.1,0.501,0.0,0.0,0.125,3.0,6.1,0.502,0.501,1.5,2.3,0.65,1.7,3.0,4.7,1.2,0.4,0.2,1.6,2.5,7.6
Bernard Robinson,Career,NBA,128.0,19.0,14.9,1.7,4.0,0.41700000000000004,0.0,0.2,0.161,1.6,3.7,0.434,0.42200000000000004,1.1,1.5,0.7859999999999999,0.7,1.8,2.5,1.0,0.9,0.1,0.9,1.7,4.5
Chris Robinson,Career,NBA,76.0,6.0,14.4,1.8,4.7,0.376,0.8,2.0,0.374,1.0,2.6,0.37799999999999995,0.45799999999999996,0.3,0.6,0.5710000000000001,0.4,1.1,1.5,1.4,0.6,0.2,0.9,1.8,4.6
Cliff Robinson,Career,NBA,629.0,413.0,30.7,7.1,15.3,0.46799999999999997,0.0,0.1,0.184,7.1,15.2,0.469,0.469,2.9,4.0,0.722,2.2,6.2,8.3,2.0,1.0,0.7,2.5,3.0,17.2
Clifford Robinson,Career,NBA,1380.0,844.0,30.8,5.4,12.2,0.43799999999999994,0.9,2.5,0.35600000000000004,4.4,9.7,0.45899999999999996,0.475,2.6,3.7,0.6890000000000001,1.3,3.2,4.6,2.2,1.0,1.0,1.8,3.0,14.2
David Robinson,Career,NBA,987.0,985.0,34.7,7.5,14.4,0.518,0.0,0.1,0.25,7.4,14.3,0.52,0.519,6.1,8.3,0.736,3.1,7.5,10.6,2.5,1.4,3.0,2.4,2.9,21.1
Devin Robinson,Career,NBA,8.0,0.0,13.5,2.5,4.4,0.5710000000000001,0.0,0.3,0.0,2.5,4.1,0.606,0.5710000000000001,1.1,1.8,0.643,1.0,2.1,3.1,0.8,0.6,0.8,0.3,1.6,6.1
Duncan Robinson,Career,NBA,15.0,1.0,10.7,1.2,3.1,0.391,0.7,2.3,0.28600000000000003,0.5,0.7,0.727,0.5,0.3,0.4,0.667,0.1,1.1,1.3,0.3,0.3,0.0,0.3,0.7,3.3
Eddie Robinson,Career,NBA,278.0,48.0,19.2,3.1,6.0,0.507,0.0,0.1,0.25,3.0,5.9,0.512,0.509,0.8,1.1,0.7390000000000001,0.9,1.9,2.7,0.9,0.8,0.3,0.8,1.2,7.0
Glenn Robinson,Career,NBA,688.0,668.0,36.8,8.1,17.6,0.45899999999999996,0.9,2.6,0.34,7.2,15.0,0.48,0.485,3.6,4.4,0.82,1.5,4.6,6.1,2.7,1.2,0.6,3.1,2.7,20.7
Glenn Robinson III,Career,NBA,219.0,51.0,14.4,1.6,3.7,0.439,0.5,1.3,0.361,1.2,2.5,0.48,0.501,0.6,0.9,0.726,0.5,1.6,2.1,0.6,0.4,0.2,0.4,0.7,4.4
Jackie Robinson,Career,NBA,22.0,0.0,8.4,1.4,3.0,0.46299999999999997,0.0,0.1,0.0,1.4,3.0,0.47,0.46299999999999997,1.0,1.4,0.7,0.7,0.5,1.2,0.6,0.4,0.2,0.6,0.8,3.8
Jamal Robinson,Career,NBA,6.0,0.0,12.0,0.5,3.7,0.136,0.0,0.3,0.0,0.5,3.3,0.15,0.136,0.0,0.0,0.0,0.5,1.3,1.8,0.3,1.0,0.0,0.5,1.2,1.0
James Robinson,Career,NBA,381.0,51.0,18.2,2.8,7.0,0.39399999999999996,1.0,3.0,0.348,1.7,4.0,0.43,0.47,1.0,1.5,0.6659999999999999,0.5,1.2,1.7,1.9,0.5,0.2,1.3,1.7,7.6
Jerome Robinson,Career,NBA,33.0,0.0,9.7,1.3,3.3,0.4,0.5,1.7,0.316,0.8,1.6,0.491,0.48200000000000004,0.2,0.3,0.667,0.1,1.2,1.2,0.6,0.3,0.1,0.4,1.4,3.4
Larry Robinson,Career,NBA,89.0,11.0,13.5,1.7,4.5,0.384,0.6,1.5,0.373,1.2,3.0,0.39,0.447,0.5,0.7,0.667,0.7,1.2,1.9,0.9,0.6,0.0,0.7,1.2,4.5
Mitchell Robinson,Career,NBA,66.0,19.0,20.6,3.1,4.4,0.6940000000000001,0.0,0.0,0.0,3.1,4.4,0.6940000000000001,0.6940000000000001,1.2,2.0,0.6,2.7,3.7,6.4,0.6,0.8,2.4,0.5,3.3,7.3
Nate Robinson,Career,NBA,618.0,107.0,22.5,4.0,9.4,0.423,1.3,3.6,0.36,2.7,5.8,0.46299999999999997,0.493,1.7,2.2,0.7959999999999999,0.6,1.7,2.3,3.0,0.9,0.1,1.4,2.4,11.0
Oliver Robinson,Career,NBA,35.0,0.0,4.2,1.0,2.8,0.361,0.0,0.3,0.091,1.0,2.5,0.395,0.366,0.9,1.3,0.667,0.2,0.3,0.5,0.6,0.1,0.1,0.4,0.5,2.9
Rumeal Robinson,Career,NBA,336.0,125.0,18.1,3.0,7.0,0.43200000000000005,0.3,1.0,0.344,2.7,6.0,0.447,0.456,1.2,2.0,0.611,0.5,1.3,1.8,3.5,0.9,0.2,1.7,1.8,7.6
Thomas Robinson,Career,NBA,313.0,12.0,13.4,2.0,4.3,0.47,0.0,0.0,0.0,2.0,4.3,0.47200000000000003,0.47,0.8,1.6,0.505,1.7,3.1,4.8,0.6,0.5,0.4,1.0,1.7,4.9
Truck Robinson,Career,NBA,772.0,212.0,32.6,6.2,12.9,0.483,0.0,0.0,1.0,6.2,12.9,0.483,0.483,3.1,4.6,0.662,2.6,6.8,9.4,1.7,0.7,0.7,3.0,2.9,15.5
Bill Robinzine,Career,NBA,529.0,9.0,21.6,4.1,8.6,0.48200000000000004,0.0,0.0,0.25,4.1,8.6,0.48200000000000004,0.48200000000000004,2.2,3.0,0.7490000000000001,2.1,4.0,6.1,1.1,1.1,0.2,2.0,3.7,10.5
Dave Robisch,Career,TOT,930.0,0.0,24.5,4.3,9.3,0.46399999999999997,0.0,0.0,0.0,4.3,9.3,0.46399999999999997,0.46399999999999997,2.8,3.5,0.7979999999999999,2.1,4.5,6.6,1.8,0.5,0.5,1.2,2.2,11.4
John Roche,Career,TOT,479.0,2.0,26.5,4.3,9.2,0.469,0.4,1.1,0.355,3.9,8.1,0.484,0.49,2.2,2.7,0.792,0.4,1.2,1.5,3.9,0.7,0.1,2.1,1.9,11.2
Dennis Rodman,Career,NBA,911.0,573.0,31.7,3.0,5.8,0.521,0.1,0.4,0.231,2.9,5.4,0.542,0.529,1.2,2.0,0.584,4.8,8.4,13.1,1.8,0.7,0.6,1.6,3.1,7.3
Sergio Rodríguez,Career,NBA,353.0,52.0,15.0,1.9,4.7,0.409,0.6,1.7,0.337,1.3,3.0,0.451,0.47100000000000003,0.5,0.7,0.7390000000000001,0.3,1.1,1.5,3.4,0.6,0.0,1.4,1.2,4.9
Lou Roe,Career,NBA,66.0,2.0,7.3,0.7,2.1,0.33299999999999996,0.1,0.3,0.25,0.6,1.8,0.34700000000000003,0.35100000000000003,0.5,0.8,0.647,0.6,0.8,1.4,0.3,0.2,0.1,0.4,0.8,2.0
Carlos Rogers,Career,NBA,298.0,55.0,19.0,3.0,5.6,0.536,0.1,0.4,0.258,2.9,5.1,0.5579999999999999,0.545,1.3,2.3,0.562,1.7,2.6,4.3,0.6,0.4,0.8,1.0,1.7,7.4
Johnny Rogers,Career,NBA,69.0,15.0,9.2,1.7,3.6,0.47200000000000003,0.0,0.1,0.0,1.7,3.5,0.485,0.47200000000000003,0.3,0.4,0.679,0.6,1.0,1.5,0.4,0.2,0.2,0.4,1.3,3.6
Rodney Rogers,Career,NBA,866.0,347.0,25.3,4.2,9.2,0.451,0.8,2.3,0.34700000000000003,3.4,6.9,0.486,0.494,1.8,2.6,0.69,1.5,3.0,4.5,2.0,1.0,0.5,1.9,3.1,10.9
Roy Rogers,Career,NBA,137.0,50.0,16.9,2.1,4.4,0.483,0.0,0.0,0.5,2.1,4.3,0.483,0.484,0.5,1.0,0.532,1.3,2.2,3.5,0.4,0.2,1.5,0.7,2.0,4.8
Tree Rollins,Career,NBA,1156.0,463.0,20.8,2.2,4.3,0.522,0.0,0.0,0.0,2.2,4.3,0.523,0.522,0.9,1.3,0.7,1.9,4.0,5.8,0.6,0.4,2.2,0.9,2.9,5.4
Lorenzo Romar,Career,NBA,291.0,84.0,17.8,2.5,5.3,0.46399999999999997,0.1,0.3,0.21100000000000002,2.4,5.0,0.479,0.47,0.9,1.2,0.7490000000000001,0.2,1.1,1.3,3.5,0.8,0.1,1.2,1.4,5.9
Rajon Rondo,Career,NBA,825.0,726.0,31.7,4.3,9.5,0.46,0.4,1.3,0.315,3.9,8.1,0.483,0.48200000000000004,1.3,2.1,0.605,1.0,3.8,4.8,8.5,1.7,0.1,2.8,2.2,10.4
Sean Rooks,Career,NBA,749.0,230.0,18.1,2.3,5.0,0.45899999999999996,0.0,0.0,0.091,2.3,4.9,0.461,0.45899999999999996,1.7,2.4,0.6990000000000001,1.3,2.6,3.8,0.8,0.3,0.7,1.1,2.2,6.2
Derrick Rose,Career,NBA,546.0,489.0,33.2,7.3,16.2,0.45299999999999996,0.8,2.6,0.304,6.6,13.6,0.48100000000000004,0.47700000000000004,3.4,4.1,0.8240000000000001,0.9,2.6,3.5,5.6,0.8,0.3,2.7,1.3,18.8
Jalen Rose,Career,NBA,923.0,572.0,30.3,5.3,11.9,0.44299999999999995,0.8,2.3,0.355,4.4,9.6,0.46399999999999997,0.47700000000000004,3.0,3.7,0.8009999999999999,0.5,2.9,3.5,3.8,0.8,0.3,2.3,2.6,14.3
Malik Rose,Career,NBA,813.0,85.0,16.5,2.2,5.0,0.43700000000000006,0.0,0.1,0.177,2.2,5.0,0.442,0.43799999999999994,1.7,2.3,0.743,1.4,2.7,4.1,0.8,0.6,0.4,1.3,2.3,6.2
Rob Rose,Career,NBA,2.0,0.0,1.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Quinton Ross,Career,NBA,458.0,169.0,18.5,1.7,4.0,0.419,0.1,0.3,0.318,1.6,3.6,0.428,0.43200000000000005,0.6,0.9,0.711,0.6,1.5,2.1,0.9,0.6,0.3,0.5,1.9,4.1
Terrence Ross,Career,NBA,492.0,176.0,24.3,3.9,9.3,0.423,1.8,4.8,0.374,2.1,4.4,0.47700000000000004,0.521,0.9,1.0,0.8190000000000001,0.4,2.4,2.8,1.1,0.8,0.3,0.9,1.8,10.5
Doug Roth,Career,NBA,42.0,0.0,9.8,0.9,2.0,0.43,0.0,0.0,0.0,0.9,2.0,0.435,0.43,0.2,0.3,0.5,1.0,1.8,2.9,0.5,0.2,0.3,0.4,1.7,1.9
Scott Roth,Career,NBA,160.0,6.0,11.2,1.6,4.1,0.375,0.1,0.5,0.29100000000000004,1.4,3.6,0.387,0.39299999999999996,1.5,2.0,0.73,0.4,0.9,1.3,1.2,0.5,0.1,0.9,1.6,4.7
Dan Roundfield,Career,TOT,813.0,270.0,29.8,5.4,11.3,0.48200000000000004,0.0,0.1,0.111,5.4,11.2,0.485,0.483,3.5,4.7,0.735,3.2,6.1,9.2,2.0,0.9,1.4,2.5,3.3,14.3
Ron Rowan,Career,NBA,7.0,0.0,2.3,0.6,1.3,0.444,0.1,0.1,1.0,0.4,1.1,0.375,0.5,0.4,0.6,0.75,0.1,0.0,0.1,0.1,0.6,0.0,0.4,0.1,1.7
Jim Rowinski,Career,NBA,23.0,0.0,5.5,0.7,1.6,0.41700000000000004,0.0,0.0,0.0,0.7,1.6,0.41700000000000004,0.41700000000000004,1.2,1.4,0.8440000000000001,0.8,0.7,1.5,0.2,0.0,0.1,0.4,0.8,2.5
Derrick Rowland,Career,NBA,2.0,0.0,4.5,0.5,1.5,0.33299999999999996,0.0,0.0,0.0,0.5,1.5,0.33299999999999996,0.33299999999999996,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,1.5
Brian Rowsom,Career,NBA,82.0,2.0,13.3,1.9,4.2,0.455,0.0,0.0,0.667,1.9,4.2,0.45299999999999996,0.45799999999999996,1.7,2.1,0.818,1.2,2.1,3.3,0.6,0.4,0.3,0.5,1.6,5.6
Brandon Roy,Career,NBA,326.0,300.0,35.5,6.8,14.9,0.45899999999999996,1.0,2.8,0.348,5.8,12.0,0.485,0.49200000000000005,4.2,5.2,0.8,1.1,3.2,4.3,4.7,1.0,0.2,1.8,1.9,18.8
Donald Royal,Career,NBA,504.0,88.0,16.8,1.9,4.0,0.473,0.0,0.0,0.0,1.9,4.0,0.47700000000000004,0.473,2.4,3.2,0.77,1.1,1.7,2.8,1.0,0.5,0.2,1.1,1.7,6.3
Clifford Rozier,Career,NBA,173.0,64.0,17.2,2.0,4.1,0.496,0.0,0.1,0.182,2.0,4.0,0.501,0.498,0.7,1.6,0.465,2.2,3.0,5.2,0.6,0.5,0.7,0.9,2.5,4.8
Terry Rozier,Career,NBA,272.0,30.0,20.0,2.8,7.3,0.38,1.2,3.5,0.354,1.5,3.8,0.40399999999999997,0.465,0.9,1.2,0.777,0.6,3.0,3.6,2.3,0.7,0.2,0.8,1.2,7.7
Ricky Rubio,Career,NBA,498.0,477.0,30.9,3.6,9.2,0.38799999999999996,0.8,2.6,0.322,2.7,6.6,0.413,0.433,3.1,3.7,0.838,0.7,3.5,4.2,7.7,1.9,0.1,2.7,2.6,11.1
Guy Rucker,Career,NBA,3.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,0.0
