Calvin Booth,2003-04,Seattle SuperSonics,NBA,$5446800
Calvin Booth,2004-05,Dallas Mavericks,NBA,$5900700
Calvin Booth,2005-06,Milwaukee Bucks,NBA,$6354600
Calvin Booth,2005-06,Washington Wizards,NBA,$900498
Calvin Booth,2006-07,Milwaukee Bucks,NBA,$6629891
Calvin Booth,2006-07,Washington Wizards,NBA,$998967
Calvin Booth,2007-08,Philadelphia 76ers,NBA,$1103225
Calvin Booth,2008-09,Sacramento Kings,NBA,$1319651
Keith Booth,1997-98,Chicago Bulls,NBA,$597600
Keith Booth,1998-99,Chicago Bulls,NBA,$687240
Keith Booth,1999-00,Chicago Bulls,NBA,$776880
Carlos Boozer,2002-03,Cleveland Cavaliers,NBA,$349458
Carlos Boozer,2003-04,Cleveland Cavaliers,NBA,$563679
Carlos Boozer,2004-05,Utah Jazz,NBA,$10967500
Carlos Boozer,2005-06,Utah Jazz,NBA,$11593816
Carlos Boozer,2006-07,Utah Jazz,NBA,$11260483
Carlos Boozer,2007-08,Utah Jazz,NBA,$11260483
Carlos Boozer,2008-09,Utah Jazz,NBA,$11593817
Carlos Boozer,2009-10,Utah Jazz,NBA,$13520500
Carlos Boozer,2010-11,Chicago Bulls,NBA,$14400000
Carlos Boozer,2011-12,Chicago Bulls,NBA,$13500000
Carlos Boozer,2012-13,Chicago Bulls,NBA,$15000000
Carlos Boozer,2013-14,Chicago Bulls,NBA,$15300000
Carlos Boozer,2014-15,Chicago Bulls,NBA,$13550000
Carlos Boozer,2014-15,Los Angeles Lakers,NBA,$3250000
Curtis Borchardt,2002-03,Utah Jazz,NBA,$1113720
Curtis Borchardt,2003-04,Utah Jazz,NBA,$1187240
Curtis Borchardt,2004-05,Utah Jazz,NBA,$1280880
Curtis Borchardt,2005-06,Boston Celtics,NBA,$1969993
Lazaro Borrell,1999-00,Seattle SuperSonics,NBA,$301875
Chris Bosh,2003-04,Toronto Raptors,NBA,$2911320
Chris Bosh,2004-05,Toronto Raptors,NBA,$3129720
Chris Bosh,2005-06,Toronto Raptors,NBA,$3348000
Chris Bosh,2006-07,Toronto Raptors,NBA,$4235220
Chris Bosh,2007-08,Toronto Raptors,NBA,$12455000
Chris Bosh,2008-09,Toronto Raptors,NBA,$14410581
Chris Bosh,2009-10,Toronto Raptors,NBA,$15779912
Chris Bosh,2010-11,Miami Heat,NBA,$14500000
Chris Bosh,2011-12,Miami Heat,NBA,$16022500
Chris Bosh,2012-13,Miami Heat,NBA,$17545000
Chris Bosh,2013-14,Miami Heat,NBA,$19067500
Chris Bosh,2014-15,Miami Heat,NBA,$20644400
Chris Bosh,2015-16,Miami Heat,NBA,$22192730
Chris Bosh,2016-17,Miami Heat,NBA,$23741060
Chris Bosh,2017-18,Miami Heat,NBA,$25289390
Chris Bosh,2018-19,Miami Heat,NBA,$26837720
Tom Boswell,1984-85,None,NBA,$65000
Chris Boucher,2017-18,Golden State Warriors,NBA,< $Minimum
Chris Boucher,2018-19,Toronto Raptors,NBA,$457418
Ruben Boumtje-Boumtje,2001-02,Portland Trail Blazers,NBA,$332817
Ruben Boumtje-Boumtje,2002-03,Portland Trail Blazers,NBA,$512435
Ruben Boumtje-Boumtje,2003-04,Portland Trail Blazers,NBA,$663679
Cal Bowdler,1999-00,Atlanta Hawks,NBA,$1025880
Cal Bowdler,2000-01,Atlanta Hawks,NBA,$1102800
Cal Bowdler,2001-02,Atlanta Hawks,NBA,$1179720
Bruce Bowen,1997-98,Boston Celtics,NBA,$422500
Bruce Bowen,1998-99,Boston Celtics,NBA,$507000
Bruce Bowen,1999-00,Chicago Bulls,NBA,$510000
Bruce Bowen,2000-01,Miami Heat,NBA,$733000
Bruce Bowen,2001-02,San Antonio Spurs,NBA,$715850
Bruce Bowen,2002-03,San Antonio Spurs,NBA,$3550000
Bruce Bowen,2003-04,San Antonio Spurs,NBA,$3650000
Bruce Bowen,2004-05,San Antonio Spurs,NBA,$3000000
Bruce Bowen,2005-06,San Antonio Spurs,NBA,$3375000
Bruce Bowen,2006-07,San Antonio Spurs,NBA,$3750000
Bruce Bowen,2007-08,San Antonio Spurs,NBA,$4125000
Bruce Bowen,2008-09,San Antonio Spurs,NBA,$4000000
Bruce Bowen,2009-10,Milwaukee Bucks,NBA,$2000000
Ryan Bowen,1999-00,Denver Nuggets,NBA,$301875
Ryan Bowen,2000-01,Denver Nuggets,NBA,$510000
Ryan Bowen,2001-02,Denver Nuggets,NBA,$630850
Ryan Bowen,2002-03,Denver Nuggets,NBA,$1111111
Ryan Bowen,2003-04,Denver Nuggets,NBA,$1250000
Ryan Bowen,2004-05,Houston Rockets,NBA,$807046
Ryan Bowen,2005-06,Houston Rockets,NBA,$900498
Ryan Bowen,2006-07,Houston Rockets,NBA,$998967
Ryan Bowen,2007-08,New Orleans Hornets,NBA,$1033930
Ryan Bowen,2008-09,New Orleans Hornets,NBA,$1141838
Ryan Bowen,2009-10,Oklahoma City Thunder,NBA,$209592
Anthony Bowie,1992-93,Orlando Magic,NBA,$900000
Anthony Bowie,1993-94,Orlando Magic,NBA,$900000
Anthony Bowie,1994-95,Orlando Magic,NBA,$900000
Anthony Bowie,1995-96,Orlando Magic,NBA,$370000
Sam Bowie,1985-86,Portland Trail Blazers,NBA,$400000
Sam Bowie,1987-88,Portland Trail Blazers,NBA,$1055000
Sam Bowie,1988-89,Portland Trail Blazers,NBA,$1080000
Sam Bowie,1989-90,New Jersey Nets,NBA,$1200000
Sam Bowie,1990-91,New Jersey Nets,NBA,$2000000
Sam Bowie,1991-92,New Jersey Nets,NBA,$2000000
Sam Bowie,1992-93,New Jersey Nets,NBA,$2600000
Sam Bowie,1993-94,Los Angeles Lakers,NBA,$3200000
Sam Bowie,1994-95,Los Angeles Lakers,NBA,$3200000
Ira Bowman,1999-00,Dallas Mavericks,NBA,$4529
Ira Bowman,2001-02,Philadelphia 76ers,NBA,$19787
Donnie Boyce,1995-96,Atlanta Hawks,NBA,$250000
Donnie Boyce,1996-97,Atlanta Hawks,NBA,$247500
Earl Boykins,1998-99,Cleveland Cavaliers,NBA,$287500
Earl Boykins,1999-00,Orlando Magic,NBA,$88324
Earl Boykins,2000-01,Los Angeles Clippers,NBA,$498500
Earl Boykins,2001-02,Los Angeles Clippers,NBA,$650000
Earl Boykins,2002-03,Los Angeles Clippers,NBA,$715000
Earl Boykins,2002-03,Golden State Warriors,NBA,$528605
Earl Boykins,2003-04,Denver Nuggets,NBA,$2500000
Earl Boykins,2004-05,Denver Nuggets,NBA,$2500000
Earl Boykins,2005-06,Denver Nuggets,NBA,$2750000
Earl Boykins,2006-07,Milwaukee Bucks,NBA,$2950000
Earl Boykins,2007-08,Charlotte Bobcats,NBA,$533572
Earl Boykins,2009-10,Washington Wizards,NBA,$1191180
Earl Boykins,2010-11,Milwaukee Bucks,NBA,$1352181
Cedric Bozeman,2006-07,Atlanta Hawks,NBA,$412718
Craig Brackins,2010-11,Philadelphia 76ers,NBA,$1306920
Craig Brackins,2011-12,Philadelphia 76ers,NBA,$1404960
Avery Bradley,2010-11,Boston Celtics,NBA,$1418160
Avery Bradley,2011-12,Boston Celtics,NBA,$1524480
Avery Bradley,2012-13,Boston Celtics,NBA,$1630800
Avery Bradley,2013-14,Boston Celtics,NBA,$2511432
Avery Bradley,2014-15,Boston Celtics,NBA,$7191011
Avery Bradley,2015-16,Boston Celtics,NBA,$7730337
Avery Bradley,2016-17,Boston Celtics,NBA,$8269663
Avery Bradley,2017-18,Los Angeles Clippers,NBA,$8808989
Avery Bradley,2018-19,Memphis Grizzlies,NBA,$12000000
Dudley Bradley,1985-86,Washington Bullets,NBA,$100000
Dudley Bradley,1987-88,New Jersey Nets,NBA,$75000
Dudley Bradley,1988-89,Atlanta Hawks,NBA,$100000
Michael Bradley,2001-02,Toronto Raptors,NBA,$1123560
Michael Bradley,2002-03,Toronto Raptors,NBA,$1207800
Michael Bradley,2003-04,Toronto Raptors,NBA,$1292040
Michael Bradley,2004-05,Orlando Magic,NBA,$720046
Michael Bradley,2005-06,Philadelphia 76ers,NBA,$819550
Shawn Bradley,1993-94,Philadelphia 76ers,NBA,$2700000
Shawn Bradley,1994-95,Philadelphia 76ers,NBA,$3510000
Shawn Bradley,1995-96,New Jersey Nets,NBA,$4320000
Shawn Bradley,1996-97,New Jersey Nets,NBA,$5130000
Shawn Bradley,1997-98,Dallas Mavericks,NBA,$5940000
Shawn Bradley,1998-99,Dallas Mavericks,NBA,$6750000
Shawn Bradley,1999-00,Dallas Mavericks,NBA,$7560000
Shawn Bradley,2000-01,Dallas Mavericks,NBA,$8370000
Shawn Bradley,2001-02,Dallas Mavericks,NBA,$4500000
Shawn Bradley,2002-03,Dallas Mavericks,NBA,$4000000
Shawn Bradley,2003-04,Dallas Mavericks,NBA,$3500000
Shawn Bradley,2004-05,Dallas Mavericks,NBA,$4000000
Shawn Bradley,2005-06,Dallas Mavericks,NBA,$4500000
Shawn Bradley,2006-07,Dallas Mavericks,NBA,$4800000
Tony Bradley,2017-18,Utah Jazz,NBA,$1414920
Tony Bradley,2018-19,Utah Jazz,NBA,$1679520
Mark Bradtke,1996-97,Philadelphia 76ers,NBA,$247500
Marques Bragg,1995-96,Minnesota Timberwolves,NBA,$225000
Torraye Braggs,2000-01,Detroit Pistons,NBA,$316969
Torraye Braggs,2003-04,Houston Rockets,NBA,$53697
A.J. Bramlett,1999-00,Cleveland Cavaliers,NBA,$118974
Adrian Branch,1988-89,Portland Trail Blazers,NBA,$150000
Elton Brand,1999-00,Chicago Bulls,NBA,$3375960
Elton Brand,2000-01,Chicago Bulls,NBA,$3629160
Elton Brand,2001-02,Los Angeles Clippers,NBA,$3882360
Elton Brand,2002-03,Los Angeles Clippers,NBA,$4895656
Elton Brand,2003-04,Los Angeles Clippers,NBA,$10960000
Elton Brand,2004-05,Los Angeles Clippers,NBA,$12056000
Elton Brand,2005-06,Los Angeles Clippers,NBA,$13152000
Elton Brand,2006-07,Los Angeles Clippers,NBA,$14248000
Elton Brand,2007-08,Los Angeles Clippers,NBA,$15344000
Elton Brand,2008-09,Philadelphia 76ers,NBA,$13757844
Elton Brand,2009-10,Philadelphia 76ers,NBA,$14858471
Elton Brand,2010-11,Philadelphia 76ers,NBA,$15959099
Elton Brand,2011-12,Philadelphia 76ers,NBA,$17059727
Elton Brand,2012-13,Philadelphia 76ers,NBA,$16059854
Elton Brand,2012-13,Dallas Mavericks,NBA,$2100500
Elton Brand,2013-14,Atlanta Hawks,NBA,$4000000
Elton Brand,2014-15,Atlanta Hawks,NBA,$2000000
Elton Brand,2015-16,Philadelphia 76ers,NBA,$890693
Elton Brand,2016-17,Philadelphia 76ers,NBA,$1000000
Terrell Brandon,1991-92,Cleveland Cavaliers,NBA,$525000
Terrell Brandon,1992-93,Cleveland Cavaliers,NBA,$682000
Terrell Brandon,1993-94,Cleveland Cavaliers,NBA,$840000
Terrell Brandon,1994-95,Cleveland Cavaliers,NBA,$997000
Terrell Brandon,1995-96,Cleveland Cavaliers,NBA,$1155000
Terrell Brandon,1996-97,Cleveland Cavaliers,NBA,$1312000
Terrell Brandon,1997-98,Milwaukee Bucks,NBA,$1469440
Terrell Brandon,1998-99,Minnesota Timberwolves,NBA,$6300000
Terrell Brandon,1999-00,Minnesota Timberwolves,NBA,$7400000
Terrell Brandon,2000-01,Minnesota Timberwolves,NBA,$8330000
Terrell Brandon,2001-02,Minnesota Timberwolves,NBA,$9300000
Terrell Brandon,2002-03,Minnesota Timberwolves,NBA,$10175000
Terrell Brandon,2003-04,Atlanta Hawks,NBA,$11100000
Tim Breaux,1994-95,Houston Rockets,NBA,$150000
Tim Breaux,1995-96,Houston Rockets,NBA,$225000
Tim Breaux,1997-98,Milwaukee Bucks,NBA,$272250
J.R. Bremer,2002-03,Boston Celtics,NBA,$349458
J.R. Bremer,2003-04,Cleveland Cavaliers,NBA,$563679
Randy Breuer,1984-85,Milwaukee Bucks,NBA,$167000
Randy Breuer,1985-86,Milwaukee Bucks,NBA,$182000
Randy Breuer,1987-88,Milwaukee Bucks,NBA,$312500
Randy Breuer,1988-89,Milwaukee Bucks,NBA,$950000
Randy Breuer,1990-91,Minnesota Timberwolves,NBA,$1150000
Randy Breuer,1991-92,Minnesota Timberwolves,NBA,$1250000
Randy Breuer,1993-94,Sacramento Kings,NBA,$150000
Corey Brewer,2007-08,Minnesota Timberwolves,NBA,$2535720
Corey Brewer,2008-09,Minnesota Timberwolves,NBA,$2725920
Corey Brewer,2009-10,Minnesota Timberwolves,NBA,$2916120
Corey Brewer,2010-11,New York Knicks,NBA,$3703472
Corey Brewer,2011-12,Denver Nuggets,NBA,$3059000
Corey Brewer,2012-13,Denver Nuggets,NBA,$3243000
Corey Brewer,2013-14,Minnesota Timberwolves,NBA,$4500000
Corey Brewer,2014-15,Houston Rockets,NBA,$4702500
Corey Brewer,2015-16,Houston Rockets,NBA,$8200000
Corey Brewer,2016-17,Los Angeles Lakers,NBA,$7600000
Corey Brewer,2017-18,Los Angeles Lakers,NBA,$6879366
Corey Brewer,2017-18,Oklahoma City Thunder,NBA,$340829
Corey Brewer,2018-19,Sacramento Kings,NBA,$2270496
Corey Brewer,2018-19,Philadelphia 76ers,NBA,$270496
Jamison Brewer,2001-02,Indiana Pacers,NBA,$332817
Jamison Brewer,2002-03,Indiana Pacers,NBA,$512435
Jamison Brewer,2003-04,Indiana Pacers,NBA,$638679
Jamison Brewer,2004-05,New York Knicks,NBA,$720046
Ronnie Brewer,2006-07,Utah Jazz,NBA,$1595400
Ronnie Brewer,2007-08,Utah Jazz,NBA,$1715040
Ronnie Brewer,2008-09,Utah Jazz,NBA,$1834680
Ronnie Brewer,2009-10,Memphis Grizzlies,NBA,$2717161
Ronnie Brewer,2010-11,Chicago Bulls,NBA,$4790000
Ronnie Brewer,2011-12,Chicago Bulls,NBA,$4710000
Ronnie Brewer,2012-13,Oklahoma City Thunder,NBA,$1069509
Ronnie Brewer,2013-14,Houston Rockets,NBA,$1186459
Primož Brezec,2001-02,Indiana Pacers,NBA,$749160
Primož Brezec,2002-03,Indiana Pacers,NBA,$805320
Primož Brezec,2003-04,Indiana Pacers,NBA,$861600
Primož Brezec,2004-05,Charlotte Bobcats,NBA,$1554326
Primož Brezec,2005-06,Charlotte Bobcats,NBA,$2750000
Primož Brezec,2006-07,Charlotte Bobcats,NBA,$2750000
Primož Brezec,2007-08,Toronto Raptors,NBA,$2750000
Primož Brezec,2009-10,Milwaukee Bucks,NBA,$1107572
Frank Brickowski,1987-88,San Antonio Spurs,NBA,$240000
Frank Brickowski,1988-89,San Antonio Spurs,NBA,$725000
Frank Brickowski,1990-91,Milwaukee Bucks,NBA,$905000
Frank Brickowski,1991-92,Milwaukee Bucks,NBA,$1055000
Frank Brickowski,1992-93,Milwaukee Bucks,NBA,$1800000
Frank Brickowski,1993-94,Milwaukee Bucks,NBA,$1850000
Frank Brickowski,1994-95,Sacramento Kings,NBA,$2233000
Frank Brickowski,1995-96,Seattle SuperSonics,NBA,$3250000
Frank Brickowski,1996-97,Boston Celtics,NBA,$1500000
Junior Bridgeman,1984-85,Los Angeles Clippers,NBA,$350000
Junior Bridgeman,1985-86,Los Angeles Clippers,NBA,$350000
Mikal Bridges,2018-19,Phoenix Suns,NBA,$3552960
Miles Bridges,2018-19,Charlotte Hornets,NBA,$3206640
Isaiah Briscoe,2018-19,Orlando Magic,NBA,$838464
Mike Brittain,1985-86,San Antonio Spurs,NBA,$105000
Jon Brockman,2009-10,Sacramento Kings,NBA,$457588
Jon Brockman,2010-11,Milwaukee Bucks,NBA,$1000000
Jon Brockman,2011-12,Milwaukee Bucks,NBA,$1000000
Jon Brockman,2012-13,Houston Rockets,NBA,$1000000
Ryan Broekhoff,2018-19,Dallas Mavericks,NBA,$838464
Malcolm Brogdon,2016-17,Milwaukee Bucks,NBA,$925000
Malcolm Brogdon,2017-18,Milwaukee Bucks,NBA,$1312611
Malcolm Brogdon,2018-19,Milwaukee Bucks,NBA,$1544951
Aaron Brooks,2007-08,Houston Rockets,NBA,$972720
Aaron Brooks,2008-09,Houston Rockets,NBA,$1045560
Aaron Brooks,2009-10,Houston Rockets,NBA,$1118520
Aaron Brooks,2010-11,Phoenix Suns,NBA,$2016692
Aaron Brooks,2012-13,Sacramento Kings,NBA,$3250000
Aaron Brooks,2013-14,Sacramento Kings,NBA,$3396250
Aaron Brooks,2013-14,Houston Rockets,NBA,$1027424
Aaron Brooks,2014-15,Chicago Bulls,NBA,$1145685
Aaron Brooks,2015-16,Chicago Bulls,NBA,$2000000
Aaron Brooks,2016-17,Indiana Pacers,NBA,$2700000
Aaron Brooks,2017-18,Minnesota Timberwolves,NBA,$1471382
Dillon Brooks,2017-18,Memphis Grizzlies,NBA,$815615
Dillon Brooks,2018-19,Memphis Grizzlies,NBA,$1378242
Kevin Brooks,1991-92,Denver Nuggets,NBA,$625000
Kevin Brooks,1992-93,Denver Nuggets,NBA,$800000
Kevin Brooks,1993-94,Denver Nuggets,NBA,$975000
Kevin Brooks,1994-95,Denver Nuggets,NBA,$600000
MarShon Brooks,2011-12,New Jersey Nets,NBA,$1110120
MarShon Brooks,2012-13,Brooklyn Nets,NBA,$1193280
MarShon Brooks,2013-14,Boston Celtics,NBA,$1210080
MarShon Brooks,2017-18,Memphis Grizzlies,NBA,$332477
MarShon Brooks,2018-19,Chicago Bulls,NBA,$1656092
Michael Brooks,1987-88,Denver Nuggets,NBA,$75000
Scott Brooks,1988-89,Philadelphia 76ers,NBA,$100000
Scott Brooks,1990-91,Minnesota Timberwolves,NBA,$295000
Scott Brooks,1991-92,Minnesota Timberwolves,NBA,$400000
Scott Brooks,1992-93,Houston Rockets,NBA,$500000
Scott Brooks,1993-94,Houston Rockets,NBA,$525000
Scott Brooks,1994-95,Houston Rockets,NBA,$550000
Scott Brooks,1995-96,Dallas Mavericks,NBA,$750000
Scott Brooks,1996-97,New York Knicks,NBA,$247500
Scott Brooks,1997-98,Boston Celtics,NBA,$50000
Andre Brown,2006-07,Seattle SuperSonics,NBA,$241591
Andre Brown,2007-08,Memphis Grizzlies,NBA,$711517
Andre Brown,2008-09,Charlotte Bobcats,NBA,$107908
Anthony Brown,2015-16,Los Angeles Lakers,NBA,$700000
Anthony Brown,2016-17,Los Angeles Lakers,NBA,$874636
Anthony Brown,2016-17,New Orleans Pelicans,NBA,$108043
Anthony Brown,2016-17,Orlando Magic,NBA,$51449
Anthony Brown,2017-18,Minnesota Timberwolves,NBA,< $Minimum
Bobby Brown,2008-09,Minnesota Timberwolves,NBA,$442114
Bobby Brown,2009-10,Los Angeles Clippers,NBA,$736420
Bobby Brown,2016-17,Houston Rockets,NBA,$934293
Bobby Brown,2017-18,Houston Rockets,NBA,$1230186
Bruce Brown,2018-19,Detroit Pistons,NBA,$838464
Chucky Brown,1990-91,Cleveland Cavaliers,NBA,$630000
Chucky Brown,1991-92,Cleveland Cavaliers,NBA,$640000
Chucky Brown,1992-93,New Jersey Nets,NBA,$140000
Chucky Brown,1995-96,Houston Rockets,NBA,$425000
Chucky Brown,1996-97,Milwaukee Bucks,NBA,$500000
Chucky Brown,1997-98,Atlanta Hawks,NBA,$272250
Chucky Brown,1998-99,Charlotte Hornets,NBA,$850000
Chucky Brown,1999-00,Charlotte Hornets,NBA,$510000
Damone Brown,2001-02,Philadelphia 76ers,NBA,$332817
Damone Brown,2003-04,New Jersey Nets,NBA,$202508
Dee Brown,1990-91,Boston Celtics,NBA,$547000
Dee Brown,1991-92,Boston Celtics,NBA,$705000
Dee Brown,1992-93,Boston Celtics,NBA,$865000
Dee Brown,1993-94,Boston Celtics,NBA,$1025000
Dee Brown,1994-95,Boston Celtics,NBA,$2500000
Dee Brown,1995-96,Boston Celtics,NBA,$3000000
Dee Brown,1996-97,Boston Celtics,NBA,$3250000
Dee Brown,1997-98,Boston Celtics,NBA,$3500000
Dee Brown,1998-99,Toronto Raptors,NBA,$3750000
Dee Brown,1999-00,Toronto Raptors,NBA,$4000000
Dee Brown,2000-01,Orlando Magic,NBA,$1000000
Dee Brown,2006-07,Utah Jazz,NBA,$412718
Dee Brown,2008-09,Washington Wizards,NBA,$184157
Dee Brown,2008-09,Phoenix Suns,NBA,$54410
Derrick Brown,2009-10,Charlotte Bobcats,NBA,$457588
Derrick Brown,2010-11,Charlotte Bobcats,NBA,$762195
Derrick Brown,2011-12,Charlotte Bobcats,NBA,$854389
Devin Brown,2002-03,San Antonio Spurs,NBA,$34946
Devin Brown,2003-04,San Antonio Spurs,NBA,$563679
Devin Brown,2004-05,San Antonio Spurs,NBA,$695046
Devin Brown,2005-06,Utah Jazz,NBA,$2500000
Devin Brown,2006-07,New Orleans/Oklahoma City Hornets,NBA,$564518
Devin Brown,2006-07,Golden State Warriors,NBA,$500000
Devin Brown,2007-08,Cleveland Cavaliers,NBA,$1200000
Devin Brown,2008-09,New Orleans Hornets,NBA,$998398
Devin Brown,2009-10,Chicago Bulls,NBA,$1100000
Ernest Brown,2001-02,Miami Heat,NBA,$332817
Gerald Brown,1998-99,Phoenix Suns,NBA,$287500
Gerald Brown,1999-00,Phoenix Suns,NBA,$385000
Jabari Brown,2014-15,Los Angeles Lakers,NBA,$44765
Jaylen Brown,2016-17,Boston Celtics,NBA,$4743000
Jaylen Brown,2017-18,Boston Celtics,NBA,$4956480
Jaylen Brown,2018-19,Boston Celtics,NBA,$5169960
Kedrick Brown,2001-02,Boston Celtics,NBA,$1528440
Kedrick Brown,2002-03,Boston Celtics,NBA,$1643040
Kedrick Brown,2003-04,Cleveland Cavaliers,NBA,$1757640
Kedrick Brown,2004-05,Philadelphia 76ers,NBA,$2332388
Kwame Brown,2001-02,Washington Wizards,NBA,$3697440
Kwame Brown,2002-03,Washington Wizards,NBA,$3974760
Kwame Brown,2003-04,Washington Wizards,NBA,$4252080
Kwame Brown,2004-05,Washington Wizards,NBA,$5361873
Kwame Brown,2005-06,Los Angeles Lakers,NBA,$7500000
Kwame Brown,2006-07,Los Angeles Lakers,NBA,$8287500
Kwame Brown,2007-08,Memphis Grizzlies,NBA,$9075000
Kwame Brown,2008-09,Detroit Pistons,NBA,$4000000
Kwame Brown,2009-10,Detroit Pistons,NBA,$4100000
Kwame Brown,2010-11,Charlotte Bobcats,NBA,$1229255
Kwame Brown,2011-12,Golden State Warriors,NBA,$6750000
Kwame Brown,2012-13,Philadelphia 76ers,NBA,$2819044
Kwame Brown,2013-14,Philadelphia 76ers,NBA,$2945901
Lorenzo Brown,2014-15,Minnesota Timberwolves,NBA,$283367
Lorenzo Brown,2015-16,Detroit Pistons,NBA,$117016
Lorenzo Brown,2015-16,Phoenix Suns,NBA,$111444
Lorenzo Brown,2017-18,Toronto Raptors,NBA,< $Minimum
Lorenzo Brown,2018-19,Toronto Raptors,NBA,$800000
Marcus Brown,1996-97,Portland Trail Blazers,NBA,$220000
Marcus Brown,1997-98,Vancouver Grizzlies,NBA,$500000
Marcus Brown,1998-99,Vancouver Grizzlies,NBA,$500000
Marcus Brown,1999-00,Detroit Pistons,NBA,$43294
Markel Brown,2014-15,Brooklyn Nets,NBA,$507336
Markel Brown,2015-16,Brooklyn Nets,NBA,$845059
Markel Brown,2017-18,Houston Rockets,NBA,< $Minimum
Mike Brown,1987-88,Chicago Bulls,NBA,$220000
Mike Brown,1988-89,Utah Jazz,NBA,$275000
Mike Brown,1990-91,Utah Jazz,NBA,$650000
Mike Brown,1991-92,Utah Jazz,NBA,$1175000
Mike Brown,1992-93,Utah Jazz,NBA,$1275000
Mike Brown,1993-94,Minnesota Timberwolves,NBA,$1375000
Mike Brown,1994-95,Minnesota Timberwolves,NBA,$1475000
Mike Brown,1999-00,Phoenix Suns,NBA,$25000
Myron Brown,1991-92,Minnesota Timberwolves,NBA,$200000
P.J. Brown,1993-94,New Jersey Nets,NBA,$600000
P.J. Brown,1994-95,New Jersey Nets,NBA,$780000
P.J. Brown,1995-96,New Jersey Nets,NBA,$960000
P.J. Brown,1996-97,Miami Heat,NBA,$2000000
P.J. Brown,1997-98,Miami Heat,NBA,$3844800
P.J. Brown,1998-99,Miami Heat,NBA,$4480000
P.J. Brown,1999-00,Miami Heat,NBA,$5124800
P.J. Brown,2000-01,Charlotte Hornets,NBA,$5740000
P.J. Brown,2001-02,Charlotte Hornets,NBA,$6404800
P.J. Brown,2002-03,New Orleans Hornets,NBA,$7044800
P.J. Brown,2003-04,New Orleans Hornets,NBA,$8000000
P.J. Brown,2004-05,New Orleans Hornets,NBA,$8000000
P.J. Brown,2005-06,New Orleans/Oklahoma City Hornets,NBA,$8000000
P.J. Brown,2006-07,Chicago Bulls,NBA,$8560000
Randy Brown,1991-92,Sacramento Kings,NBA,$210000
Randy Brown,1992-93,Sacramento Kings,NBA,$250000
Randy Brown,1993-94,Sacramento Kings,NBA,$597000
Randy Brown,1994-95,Sacramento Kings,NBA,$700000
Randy Brown,1995-96,Chicago Bulls,NBA,$900000
Randy Brown,1996-97,Chicago Bulls,NBA,$1300000
Randy Brown,1997-98,Chicago Bulls,NBA,$1260000
Randy Brown,1998-99,Chicago Bulls,NBA,$1320000
Randy Brown,1999-00,Chicago Bulls,NBA,$1200000
Randy Brown,2000-01,Boston Celtics,NBA,$2250000
Randy Brown,2001-02,Boston Celtics,NBA,$2475000
Randy Brown,2002-03,Phoenix Suns,NBA,$2700000
Rickey Brown,1984-85,Atlanta Hawks,NBA,$160000
Shannon Brown,2006-07,Cleveland Cavaliers,NBA,$971280
Shannon Brown,2007-08,Chicago Bulls,NBA,$1044120
Shannon Brown,2008-09,Los Angeles Lakers,NBA,$797581
Shannon Brown,2009-10,Los Angeles Lakers,NBA,$2000000
Shannon Brown,2010-11,Los Angeles Lakers,NBA,$2200000
Shannon Brown,2011-12,Phoenix Suns,NBA,$3500000
Shannon Brown,2012-13,Phoenix Suns,NBA,$3500000
Shannon Brown,2013-14,Phoenix Suns,NBA,$3500000
Sterling Brown,2017-18,Milwaukee Bucks,NBA,$815615
Sterling Brown,2018-19,Milwaukee Bucks,NBA,$1378242
Tierre Brown,2001-02,Houston Rockets,NBA,$332817
Tierre Brown,2004-05,Los Angeles Lakers,NBA,$720046
Tony Brown,1987-88,New Jersey Nets,NBA,$135000
Tony Brown,1988-89,Houston Rockets,NBA,$325000
Tony Brown,1990-91,Utah Jazz,NBA,$50000
Tony Brown,1991-92,Los Angeles Clippers,NBA,$130000
Troy Brown Jr.,2018-19,Washington Wizards,NBA,$2749080
Jalen Brunson,2018-19,Dallas Mavericks,NBA,$1230000
Rick Brunson,1997-98,Orlando Magic,NBA,$5000
Rick Brunson,1998-99,New York Knicks,NBA,$350000
Rick Brunson,1999-00,New York Knicks,NBA,$485000
Rick Brunson,2000-01,New York Knicks,NBA,$523500
Rick Brunson,2000-01,Miami Heat,NBA,$16000
Rick Brunson,2001-02,Portland Trail Blazers,NBA,$590850
Rick Brunson,2002-03,Chicago Bulls,NBA,$699935
Rick Brunson,2003-04,Chicago Bulls,NBA,$813679
Rick Brunson,2004-05,Los Angeles Clippers,NBA,$932546
Rick Brunson,2005-06,Seattle SuperSonics,NBA,$1029873
Nicolás Brussino,2016-17,Dallas Mavericks,NBA,$543471
Nicolás Brussino,2017-18,Atlanta Hawks,NBA,$905249
Kobe Bryant,1996-97,Los Angeles Lakers,NBA,$1015000
Kobe Bryant,1997-98,Los Angeles Lakers,NBA,$1167240
Kobe Bryant,1998-99,Los Angeles Lakers,NBA,$1319000
Kobe Bryant,1999-00,Los Angeles Lakers,NBA,$9000000
Kobe Bryant,2000-01,Los Angeles Lakers,NBA,$10130000
Kobe Bryant,2001-02,Los Angeles Lakers,NBA,$11250000
Kobe Bryant,2002-03,Los Angeles Lakers,NBA,$12375000
Kobe Bryant,2003-04,Los Angeles Lakers,NBA,$13500000
